,puma,AssedImprov_perc_07,LotArea_07,availFAR_perc_07,st_2007,YearBuilt_07,is_residential
421403,4002.0,70.1,1875.0,39.7,,1931.0,Y
421449,4010.0,23.7,10000.0,87.2,,1931.0,N
421481,4013.0,69.0,2000.0,84.0,,2001.0,N
421608,3704.0,0.0,2500.0,100.0,,0.0,N
421617,4014.0,85.2,4017.0,100.0,,0.0,N
421676,4016.0,84.2,2500.0,-11.2,,1930.0,Y
421723,4013.0,84.0,2400.0,-28.3,,1950.0,Y
421731,4104.0,84.5,4000.0,42.0,,1945.0,Y
421763,4002.0,0.0,3494.0,100.0,,0.0,N
421795,4114.0,68.3,5300.0,77.8,,1946.0,Y
421839,3809.0,43.2,5208.0,57.0,,1900.0,N
421878,4013.0,70.3,4000.0,26.7,,1910.0,Y
421890,3705.0,0.0,2438.0,100.0,,0.0,N
421949,4104.0,83.8,4200.0,10.0,,1940.0,Y
421979,4008.0,0.0,5000.0,100.0,,0.0,N
422044,4002.0,88.6,2500.0,28.4,4.0,1931.0,Y
422046,,,7654.0,0.0,,0.0,N
422112,3901.0,0.0,1860.0,100.0,,0.0,N
422115,4112.0,82.6,11000.0,58.0,,1925.0,Y
422146,3703.0,0.0,2428.0,100.0,,0.0,N
422153,4109.0,70.8,4306.0,57.8,,1940.0,Y
422166,4104.0,79.8,5400.0,40.0,,1955.0,Y
422181,4113.0,78.4,4500.0,50.0,,1950.0,Y
422194,4007.0,91.1,1560.0,-14.8,,1935.0,Y
422243,4103.0,80.2,8750.0,58.0,,1925.0,Y
422287,,0.0,8000.0,100.0,,0.0,N
422312,4007.0,0.0,2117.0,100.0,,0.0,N
422328,3903.0,0.0,8280.0,100.0,,0.0,N
422340,4003.0,0.0,2075.0,100.0,,0.0,N
422343,4018.0,0.0,10287.0,100.0,,0.0,N
422371,3901.0,82.4,4400.0,61.7,,1955.0,Y
422408,4107.0,85.5,2500.0,20.8,,1930.0,Y
422495,3708.0,84.3,1771.0,21.0,,1901.0,Y
422512,4013.0,62.7,3413.0,53.3,,1931.0,N
422515,3809.0,0.0,2581.0,100.0,,0.0,N
422569,4103.0,81.1,5000.0,61.7,,1950.0,Y
422581,,43.2,567800.0,90.5,,1931.0,N
422637,4010.0,85.6,1880.0,13.3,,1920.0,Y
422639,4001.0,76.9,2050.0,36.5,,1920.0,Y
422644,3707.0,0.0,2500.0,100.0,,0.0,N
422664,3808.0,57.6,1874.0,28.2,,1899.0,Y
422695,,0.0,4000.0,100.0,,0.0,N
422704,4016.0,83.4,1680.0,34.4,,1930.0,Y
422708,4003.0,70.1,2000.0,-44.0,,1931.0,Y
422710,3803.0,66.9,4400.0,59.3,,1920.0,Y
422736,3805.0,29.0,2094.0,-4.5,,1910.0,N
422804,3702.0,58.1,9147.0,84.7,,1928.0,N
422818,4104.0,84.7,1767.0,27.4,,1960.0,Y
422851,4106.0,82.6,2900.0,31.1,,1945.0,Y
422926,4106.0,83.2,3557.0,-2.2,,1960.0,Y
422948,4002.0,0.0,8670.0,100.0,,0.0,N
422957,4018.0,85.7,2000.0,49.0,,1928.0,N
422961,4112.0,85.2,3694.0,63.3,,1910.0,Y
422964,4002.0,54.3,4750.0,51.4,,1931.0,N
422965,4016.0,82.6,3000.0,79.2,,1930.0,Y
423027,4012.0,84.7,2003.0,33.3,,1915.0,Y
423085,3901.0,0.0,7050.0,100.0,,0.0,Y
423089,4104.0,85.7,3246.0,32.0,,1935.0,Y
423111,4105.0,0.0,18500.0,100.0,,0.0,N
423169,4011.0,86.9,14000.0,-280.0,58.0,1930.0,Y
423204,4001.0,78.3,2500.0,79.4,,1899.0,Y
423226,4002.0,0.0,5000.0,100.0,,0.0,N
423255,3807.0,0.0,7406.0,100.0,,0.0,N
423311,4103.0,79.1,4000.0,52.0,,1955.0,Y
423334,4006.0,86.8,2050.0,18.0,,1899.0,Y
423345,4107.0,78.8,2219.0,60.8,,1920.0,Y
423369,3710.0,1.6,5000.0,100.0,,0.0,N
423393,4004.0,68.2,42633.0,36.7,,1920.0,N
423413,3705.0,70.0,4200.0,72.4,,1931.0,Y
423431,4007.0,90.5,25000.0,-60.9,,1954.0,Y
423432,4003.0,95.9,2600.0,-0.4,,1931.0,Y
423473,3901.0,82.8,9200.0,83.3,,1945.0,Y
423538,4109.0,9.7,117611.0,91.5,,1966.0,N
423543,4101.0,90.7,2500.0,-2.0,,1935.0,Y
423570,4012.0,86.5,2000.0,13.6,,1931.0,N
423588,4013.0,73.7,5400.0,69.0,,1968.0,N
423598,4103.0,85.9,3125.0,62.0,,1910.0,Y
423605,4015.0,85.4,5000.0,8.3,,1930.0,Y
423653,4103.0,78.8,6500.0,32.0,,1930.0,Y
423699,4103.0,76.9,8000.0,51.7,,1960.0,Y
423703,3807.0,64.5,9050.0,-100.0,,1946.0,N
423707,3902.0,83.7,2400.0,30.0,,1925.0,Y
423712,3706.0,83.0,2103.0,57.3,,1920.0,Y
423744,3707.0,85.2,2500.0,68.3,,1901.0,Y
423767,,28.6,2744.0,100.0,,0.0,N
423773,4101.0,83.7,2500.0,61.6,,1920.0,Y
423852,4014.0,84.2,2450.0,19.2,,1925.0,Y
423864,4004.0,94.3,2080.0,4.0,,1930.0,Y
423918,4107.0,64.7,1823.0,32.3,,1973.0,Y
423926,4104.0,73.7,1926.0,21.1,,1970.0,Y
423949,4017.0,84.7,2125.0,-60.0,,1925.0,Y
423998,4015.0,69.7,4000.0,-4.0,,1920.0,Y
424008,4003.0,83.1,2000.0,53.1,,1910.0,Y
424023,,39.5,14023.0,20.0,,1930.0,N
424026,4112.0,85.0,3300.0,8.3,,1920.0,Y
424032,4105.0,83.9,4800.0,24.0,,1925.0,Y
424063,3807.0,52.0,34098.0,-5.3,,1910.0,N
424085,3703.0,77.7,5000.0,70.0,,1930.0,Y
424088,4105.0,76.1,5000.0,52.0,,1950.0,Y
424094,4104.0,79.4,4000.0,38.0,,1940.0,Y
424200,3903.0,59.9,24500.0,35.0,,1985.0,N
424220,4113.0,72.7,5000.0,15.6,,1920.0,Y
424233,3705.0,95.1,5000.0,-58.7,,1915.0,Y
424259,4002.0,84.3,2000.0,17.7,,1905.0,Y
424290,4106.0,83.5,4000.0,16.0,,1950.0,Y
424330,4007.0,82.8,1533.0,46.0,,1899.0,Y
424366,4009.0,80.6,3292.0,62.2,,1920.0,Y
424367,4106.0,84.1,8000.0,58.0,,1915.0,Y
424377,4104.0,79.6,4800.0,50.0,,1945.0,Y
424404,4012.0,92.4,2467.0,-52.3,,1931.0,Y
424431,4006.0,94.5,3600.0,27.2,8.0,1915.0,Y
424462,4107.0,70.0,1917.0,43.5,,1930.0,Y
424498,4015.0,77.8,42500.0,-180.0,10.0,1948.0,Y
424505,4102.0,80.4,2500.0,74.4,,1930.0,Y
424519,4016.0,82.8,3000.0,-5.0,,1940.0,Y
424551,3805.0,44.2,2567.0,61.7,7.0,1920.0,Y
424556,4112.0,71.7,2244.0,43.7,,1920.0,Y
424568,3810.0,84.3,20019.0,-54.2,,1911.0,N
424592,3901.0,84.8,1500.0,15.0,,1925.0,Y
424594,3901.0,72.5,15000.0,78.3,,1980.0,Y
424602,4105.0,77.8,4222.0,54.0,,1950.0,Y
424616,4016.0,90.2,3000.0,12.2,,1925.0,Y
424621,4011.0,12.3,6647.0,94.2,,1925.0,N
424630,3901.0,77.5,16050.0,71.7,,1920.0,Y
424652,4105.0,84.1,5000.0,21.7,,1910.0,Y
424672,4004.0,74.5,10000.0,-64.0,,1920.0,N
424701,3902.0,0.0,2240.0,100.0,,0.0,N
424713,,0.0,2520.0,100.0,,0.0,N
424715,4104.0,74.9,7968.0,44.0,,1925.0,Y
424768,4014.0,84.9,1803.0,61.7,,1915.0,Y
424774,4106.0,83.6,4042.0,70.0,,1945.0,Y
424848,4101.0,35.3,5015.0,86.7,,1930.0,N
424898,4002.0,94.9,2500.0,13.6,,1907.0,Y
425004,,0.0,74262.0,100.0,,0.0,N
425022,4014.0,83.4,4000.0,31.2,,1925.0,Y
425029,3808.0,34.9,1632.0,14.5,,1910.0,N
425049,4105.0,79.3,4000.0,48.0,,1950.0,Y
425066,4012.0,80.6,2040.0,47.7,,1905.0,Y
425092,4107.0,70.0,1496.0,-7.5,,1975.0,Y
425123,4103.0,82.8,4000.0,67.8,,1940.0,Y
425132,4013.0,82.1,2000.0,-19.3,,1899.0,Y
425171,4105.0,86.7,4100.0,45.0,,1935.0,Y
425174,4007.0,91.3,15000.0,35.8,,1948.0,N
425187,4015.0,85.4,2500.0,22.4,,1930.0,Y
425192,4105.0,83.7,4000.0,1.7,,1950.0,Y
425196,4004.0,83.5,1507.0,23.0,,1899.0,Y
425212,3901.0,75.1,10000.0,100.0,,0.0,N
425250,3702.0,80.7,5713.0,88.1,,1920.0,Y
425273,3807.0,92.3,51625.0,-10.8,,1936.0,N
425281,4114.0,81.0,4000.0,40.0,,1905.0,Y
425306,3810.0,87.8,3100.0,-14.0,,1910.0,Y
425311,4105.0,80.3,1600.0,1.1,,1940.0,Y
425341,3710.0,97.2,13950.0,18.1,,1997.0,N
425347,4105.0,85.6,4000.0,43.3,,1925.0,Y
425362,4105.0,81.3,6400.0,78.3,,1950.0,Y
425364,,84.6,27569.0,-4.0,,1958.0,N
425374,3702.0,73.9,5722.0,91.8,,1920.0,Y
425392,4111.0,84.8,2375.0,32.0,,1920.0,Y
425434,4012.0,66.4,10518.0,50.0,,1931.0,N
425470,4106.0,78.3,11131.0,62.0,,1930.0,Y
425472,4014.0,59.4,3000.0,48.8,,1930.0,Y
425478,4013.0,83.4,2000.0,38.5,,1979.0,Y
425494,4108.0,82.3,2109.0,-11.7,,1939.0,Y
425499,,,5500.0,100.0,,0.0,N
425502,4013.0,82.9,4701.0,17.8,,1960.0,Y
425516,4102.0,85.2,2019.0,27.5,,2001.0,Y
425558,3803.0,66.9,1665.0,55.8,,1914.0,Y
425567,4103.0,83.3,2200.0,14.4,,1945.0,Y
425576,4010.0,93.6,2000.0,34.2,,1992.0,N
425578,4017.0,84.3,2500.0,38.4,,1930.0,Y
425583,4004.0,86.7,1802.0,16.9,,1899.0,Y
425597,4106.0,82.3,2538.0,23.3,,1950.0,Y
425602,4011.0,64.8,12100.0,90.7,,1899.0,Y
425678,3701.0,83.6,7176.0,18.0,,1935.0,Y
425721,3903.0,90.7,18540.0,-38.0,,1986.0,N
425733,4105.0,69.3,6774.0,3.3,,0.0,N
425744,4106.0,84.9,2342.0,15.6,,1925.0,Y
425770,4112.0,85.3,2850.0,51.7,,1940.0,Y
425825,3903.0,83.2,2275.0,20.0,,1925.0,Y
425831,4106.0,80.9,2639.0,45.6,,1920.0,Y
425935,3902.0,76.9,14240.0,88.3,,1960.0,Y
425950,4006.0,69.9,2000.0,25.0,,1910.0,Y
425957,3807.0,41.2,1512.0,66.6,,1925.0,N
425960,4110.0,81.6,56700.0,57.0,,1960.0,N
425968,4105.0,0.0,4100.0,100.0,,0.0,N
425984,4103.0,78.5,5770.0,66.0,,1920.0,Y
425999,4106.0,78.1,6000.0,68.0,,1950.0,Y
426020,4003.0,82.6,1800.0,-0.8,,1901.0,Y
426027,4013.0,74.9,4373.0,41.1,,1910.0,Y
426039,4014.0,53.8,4007.0,63.0,,1931.0,N
426043,4101.0,83.3,2200.0,48.8,,1935.0,Y
426168,4014.0,69.9,2571.0,6.4,,1930.0,Y
426214,4018.0,83.6,4000.0,23.3,,1930.0,Y
426246,4108.0,86.2,3863.0,11.7,,1940.0,Y
426264,4016.0,84.8,4000.0,58.8,,1928.0,Y
426272,3901.0,87.1,7990.0,8.3,,1994.0,N
426330,4112.0,82.8,4000.0,50.0,,1920.0,Y
426350,4104.0,85.6,5816.0,54.0,,1920.0,Y
426408,4113.0,83.5,4000.0,-38.3,,1925.0,Y
426427,4016.0,89.1,6000.0,30.4,,1925.0,Y
426443,4108.0,75.6,5000.0,8.0,,1920.0,Y
426471,4016.0,82.3,3000.0,24.4,,1935.0,Y
426474,4112.0,21.9,7540.0,100.0,,0.0,N
426524,4006.0,84.3,2325.0,31.0,,1931.0,Y
426543,4103.0,83.9,5640.0,-38.0,,1930.0,Y
426544,4103.0,0.0,2075.0,-30.9,,2006.0,Y
426565,3902.0,77.7,7980.0,71.7,,1950.0,Y
426594,3810.0,65.5,4723.0,-5.5,,1915.0,N
426658,4003.0,86.5,2000.0,47.5,,1899.0,Y
426666,4108.0,84.0,2842.0,1.7,,1930.0,Y
426689,4104.0,82.3,8881.0,46.0,,1930.0,Y
426692,4109.0,60.4,201290.0,57.5,,1957.0,N
426710,4009.0,71.4,29997.0,-21.7,,1966.0,N
426712,,0.0,3000.0,100.0,,0.0,N
426735,4103.0,72.6,4000.0,71.1,,1915.0,Y
426792,4001.0,69.9,2500.0,25.0,,1910.0,Y
426815,4112.0,12.7,4000.0,92.0,,1931.0,N
426820,4104.0,77.7,4000.0,40.0,,1935.0,Y
426834,4013.0,75.0,2700.0,40.0,,1925.0,Y
426836,,0.0,3103.0,100.0,,0.0,N
426847,4103.0,72.9,31920.0,82.0,,1935.0,Y
426851,4104.0,77.9,6000.0,24.0,,1950.0,Y
426866,4001.0,85.0,1167.0,20.6,,1910.0,Y
426895,4016.0,73.9,1800.0,56.7,,1920.0,Y
426905,4112.0,83.8,6000.0,35.0,,1925.0,Y
426951,4014.0,0.0,5017.0,100.0,,0.0,N
426987,3705.0,0.0,1244.0,100.0,,0.0,N
427074,3705.0,90.2,4125.0,-22.7,,1913.0,Y
427089,4110.0,83.4,3200.0,32.2,,1960.0,Y
427135,4104.0,83.7,4000.0,46.7,,1955.0,Y
427190,3810.0,52.0,4800.0,9.8,,1872.0,Y
427228,4110.0,81.8,3527.0,63.3,,1910.0,Y
427229,3705.0,89.3,6825.0,-24.7,34.0,1928.0,Y
427267,4112.0,75.7,2442.0,34.0,,1931.0,Y
427302,4106.0,84.8,7160.0,45.0,,1915.0,Y
427327,4112.0,84.8,3000.0,-11.7,,1925.0,Y
427329,4103.0,79.9,4000.0,18.0,,1930.0,Y
427342,4014.0,72.3,5600.0,82.5,,1933.0,Y
427376,3810.0,38.2,5163.0,83.4,,0.0,N
427382,4112.0,68.0,1950.0,-106.7,,1925.0,Y
427397,3707.0,54.5,11500.0,83.4,,1925.0,N
427405,4016.0,76.0,3551.0,22.2,,1950.0,Y
427474,3707.0,95.4,9800.0,-28.5,,1927.0,Y
427479,4016.0,84.3,2450.0,15.0,,1925.0,Y
427485,4009.0,84.0,1600.0,-1.1,,1940.0,Y
427498,4105.0,82.3,5000.0,18.3,,1915.0,Y
427526,3807.0,80.6,2008.0,47.0,,1940.0,N
427535,3901.0,83.5,16364.0,55.0,,1996.0,Y
427536,4006.0,0.0,1777.0,100.0,,0.0,N
427549,4103.0,81.0,3000.0,10.0,,1970.0,Y
427557,4112.0,0.0,2300.0,68.3,,1930.0,N
427567,4018.0,70.0,2214.0,43.6,,1930.0,Y
427579,4018.0,54.4,2200.0,77.4,,1935.0,N
427615,3804.0,0.0,1875.0,100.0,,0.0,N
427656,3809.0,43.7,3437.0,22.4,,1900.0,Y
427714,4004.0,0.0,1919.0,100.0,,0.0,N
427797,4009.0,79.1,2800.0,53.3,,1925.0,Y
427823,4001.0,0.0,2500.0,100.0,,0.0,N
427886,4113.0,0.0,6717.0,100.0,,0.0,N
427945,4014.0,83.7,2504.0,6.4,,1920.0,Y
427955,4002.0,95.3,2500.0,18.8,,1931.0,N
427968,4112.0,78.6,7482.0,75.0,,1920.0,Y
427972,4014.0,70.9,2179.0,80.2,,1945.0,N
427993,4006.0,70.1,2000.0,20.0,,1910.0,Y
428008,3807.0,47.2,5021.0,75.2,,1940.0,N
428027,4002.0,92.2,2500.0,54.7,,1931.0,Y
428041,4003.0,83.2,1800.0,31.0,,1899.0,Y
428163,4105.0,78.3,4000.0,48.0,,1950.0,Y
428169,3901.0,72.2,8000.0,68.3,,1935.0,Y
428215,4103.0,83.8,3800.0,-14.0,,1935.0,Y
428247,4003.0,0.0,2500.0,100.0,,0.0,N
428262,4008.0,81.7,2000.0,66.3,,1910.0,Y
428296,4015.0,85.7,1950.0,36.8,,1931.0,N
428333,3802.0,91.4,7494.0,-3.2,19.0,1900.0,Y
428351,4103.0,84.8,2342.0,27.8,,1915.0,Y
428368,3701.0,80.9,4000.0,18.3,,1989.0,Y
428402,4009.0,91.3,6000.0,-73.3,,1956.0,Y
428447,4008.0,27.9,2500.0,0.0,,1930.0,N
428449,4018.0,79.3,2679.0,51.9,,1930.0,Y
428456,3901.0,79.6,4000.0,48.0,,1960.0,Y
428469,4101.0,77.2,2250.0,64.8,,1901.0,Y
428487,4112.0,84.7,3400.0,76.7,,1920.0,Y
428501,4114.0,80.3,6000.0,10.0,,1910.0,Y
428522,4004.0,58.4,1390.0,11.5,,1905.0,Y
428527,4011.0,83.6,2200.0,88.1,,1910.0,Y
428553,3901.0,0.0,1860.0,100.0,,0.0,N
428561,4103.0,83.7,5000.0,20.0,,1920.0,Y
428593,3903.0,86.4,4000.0,33.3,,1960.0,Y
428596,4105.0,85.6,3900.0,32.0,,1945.0,Y
428600,4014.0,76.0,1420.0,-40.0,,1931.0,Y
428607,4002.0,4.9,3300.0,100.0,,0.0,N
428625,3709.0,0.0,7000.0,100.0,,0.0,N
428691,4103.0,76.8,5600.0,54.0,,1925.0,Y
428770,3705.0,0.0,3950.0,100.0,,0.0,N
428794,4104.0,82.8,4000.0,33.3,,1940.0,Y
428841,3903.0,84.2,2400.0,21.7,,1965.0,Y
428849,,0.0,13081.0,100.0,,0.0,N
428855,4108.0,85.5,1900.0,69.8,,1935.0,Y
428856,3810.0,74.6,2065.0,21.8,,1899.0,Y
428876,4103.0,79.6,5000.0,48.0,,1945.0,Y
428924,4014.0,82.8,2504.0,64.2,,1925.0,Y
428940,4018.0,68.3,35655.0,72.8,,1972.0,N
428951,3810.0,24.9,2500.0,81.0,,1900.0,N
428954,4112.0,84.3,2442.0,13.3,,1920.0,Y
428961,3807.0,14.3,2469.0,81.1,,1937.0,N
428983,4009.0,70.0,5100.0,62.0,,1950.0,Y
428989,4112.0,46.4,4240.0,36.7,,1966.0,N
428996,3804.0,0.0,2275.0,100.0,,0.0,N
429000,3903.0,76.6,23800.0,76.8,,1955.0,N
429065,4010.0,73.2,4000.0,-13.6,,1927.0,N
429076,3704.0,61.0,16700.0,95.9,,1986.0,N
429135,,0.0,8600.0,100.0,,0.0,N
429187,4104.0,0.0,5000.0,100.0,,0.0,N
429189,3702.0,70.0,6450.0,52.2,,1930.0,Y
429200,4004.0,83.6,1683.0,56.0,,1899.0,Y
429240,4114.0,0.0,4537.0,100.0,,0.0,N
429249,,65.5,163833.0,96.5,,1982.0,N
429259,3903.0,65.9,10000.0,55.0,,1925.0,N
429260,4001.0,0.0,2500.0,100.0,,0.0,N
429268,3902.0,0.0,6000.0,100.0,,0.0,N
429271,3710.0,80.6,4000.0,45.3,,1931.0,N
429304,4105.0,80.2,8400.0,76.0,,1950.0,Y
429312,4001.0,21.4,15600.0,100.0,,0.0,N
429319,4017.0,81.3,5800.0,83.2,,1925.0,Y
429332,3702.0,82.2,1800.0,0.0,,1945.0,Y
429352,3903.0,76.5,7200.0,100.0,,0.0,N
429356,4005.0,69.9,2000.0,10.0,,1920.0,Y
429396,4013.0,83.5,2500.0,31.1,,1910.0,Y
429413,4105.0,85.1,3000.0,-28.3,,1920.0,Y
429443,3702.0,13.9,2613.0,92.6,,1920.0,N
429446,,0.0,5240.0,100.0,,0.0,N
429477,4001.0,91.4,1392.0,25.3,,1899.0,Y
429533,4103.0,78.8,2500.0,53.3,,1965.0,Y
429544,3706.0,75.9,7499.0,-64.0,,2005.0,Y
429612,4105.0,83.0,4865.0,41.7,,1930.0,Y
429656,4105.0,85.4,4000.0,48.0,,1940.0,Y
429672,4012.0,84.1,2354.0,63.8,,1925.0,Y
429675,4007.0,96.2,2675.0,17.7,,1911.0,Y
429686,4003.0,83.4,2050.0,43.6,,1899.0,Y
429691,4003.0,69.9,1800.0,41.2,,1931.0,Y
429699,4103.0,78.5,8000.0,54.0,,1940.0,Y
429707,4004.0,85.8,5287.0,80.0,,1925.0,N
429737,4105.0,83.4,4000.0,28.3,,1920.0,Y
429740,3901.0,79.4,13081.0,86.7,,1901.0,Y
429766,4011.0,92.8,4000.0,-7.0,12.0,1911.0,Y
429796,4016.0,90.8,2383.0,-3.3,,1925.0,Y
429813,3902.0,80.3,7800.0,46.0,,1970.0,Y
429854,4113.0,84.0,4025.0,69.6,,1925.0,Y
429882,4013.0,85.1,4000.0,11.1,,1920.0,Y
429968,3803.0,88.7,1665.0,57.3,,1910.0,Y
429972,4012.0,84.4,5008.0,85.6,,1901.0,Y
429986,3902.0,82.3,3450.0,46.7,,1950.0,Y
429991,3807.0,32.5,4140.0,71.0,,1963.0,N
429997,4011.0,16.4,2700.0,92.2,,1931.0,N
430030,4113.0,54.5,8000.0,80.0,,1970.0,N
430060,4018.0,84.5,4000.0,28.3,,1901.0,Y
430096,3805.0,90.5,2000.0,60.6,2.0,1925.0,Y
430118,4003.0,45.9,5000.0,50.0,,1931.0,N
430200,4108.0,75.3,3780.0,46.7,,1920.0,Y
430214,4009.0,86.8,4033.0,-8.3,,1952.0,N
430222,3809.0,87.8,2188.0,73.8,,1940.0,N
430244,4111.0,81.4,5004.0,62.4,,1920.0,Y
430286,4009.0,78.4,4000.0,50.0,,1925.0,Y
430292,4103.0,84.5,3000.0,30.0,,1925.0,Y
430427,,41.1,5087.0,20.0,,1930.0,N
430561,4102.0,81.0,3800.0,78.0,,1925.0,Y
430565,4004.0,84.8,26800.0,75.4,,1920.0,N
430568,4014.0,84.6,2003.0,8.0,,1925.0,Y
430578,3704.0,85.5,2500.0,44.4,,1955.0,Y
430586,4103.0,82.3,4200.0,48.0,,1955.0,Y
430588,4111.0,84.5,2017.0,-58.3,,1920.0,Y
430600,4016.0,83.3,3570.0,65.6,,1920.0,Y
430616,4108.0,74.8,2296.0,77.9,,1940.0,Y
430640,4004.0,87.5,2083.0,13.5,,1899.0,Y
430664,4002.0,97.9,2700.0,9.9,,1931.0,Y
430688,4017.0,70.0,3500.0,28.0,,1931.0,Y
430713,4013.0,83.9,2000.0,20.0,,1925.0,Y
430799,4018.0,63.4,7905.0,72.8,,1930.0,N
430822,4005.0,69.9,2813.0,50.6,,1910.0,Y
430832,4006.0,82.3,21282.0,79.3,,1920.0,N
430845,4113.0,78.1,5000.0,54.0,,1945.0,Y
430911,4017.0,83.1,4000.0,60.8,,1935.0,Y
430941,3806.0,74.4,2554.0,1.2,,1900.0,Y
430951,4109.0,84.0,2256.0,60.2,,0.0,N
430961,4005.0,90.5,7360.0,-226.7,3.0,1936.0,Y
430983,3808.0,69.9,1883.0,55.2,,1910.0,Y
430984,,0.0,3400.0,100.0,,0.0,N
431022,3902.0,84.0,6820.0,18.3,,1920.0,Y
431042,4001.0,14.5,1967.0,36.6,,1920.0,N
431064,3805.0,63.7,2500.0,32.5,2.0,1910.0,Y
431089,,,2539.0,40.0,,2006.0,Y
431112,3901.0,0.0,42280.0,100.0,,0.0,N
431185,3902.0,76.5,6048.0,56.7,,1978.0,Y
431196,4101.0,70.2,2375.0,44.8,,1920.0,Y
431199,4010.0,75.2,1650.0,70.6,,1991.0,N
431222,4009.0,81.3,3100.0,10.0,,1925.0,Y
431250,3806.0,82.4,2248.0,23.8,,1910.0,Y
431260,4001.0,0.0,2500.0,100.0,,0.0,N
431268,4105.0,85.2,3566.0,12.0,,1930.0,Y
431278,4105.0,86.2,20300.0,1.0,,1960.0,N
431300,4010.0,69.9,2250.0,6.6,,1930.0,Y
431315,4105.0,79.7,5700.0,58.0,,1950.0,Y
431326,3901.0,79.5,4000.0,65.0,,1915.0,Y
431336,4001.0,89.0,2500.0,54.5,,1901.0,Y
431343,3808.0,85.0,1500.0,30.8,,1940.0,Y
431361,3804.0,81.6,1766.0,52.8,,1900.0,Y
431379,4016.0,84.2,2000.0,16.8,,1920.0,Y
431388,3802.0,80.6,1498.0,5.5,,1901.0,Y
431399,4014.0,89.1,80000.0,-155.0,,1987.0,N
431433,3902.0,0.0,5900.0,100.0,,0.0,N
431452,3808.0,42.8,14220.0,-1.9,,1923.0,N
431464,4107.0,94.0,54500.0,-87.2,,1964.0,N
431497,3901.0,74.7,11472.0,75.0,,1980.0,Y
431509,4016.0,89.1,2000.0,62.5,,1910.0,Y
431533,4112.0,77.1,4000.0,38.3,,1945.0,Y
431571,3902.0,83.7,5000.0,65.0,,1970.0,Y
431617,4007.0,70.0,2500.0,46.1,,1930.0,Y
431714,4114.0,83.1,4000.0,13.3,,1930.0,Y
431740,4106.0,83.4,3478.0,30.0,,1940.0,Y
431789,4113.0,15.1,4766.0,100.0,,0.0,N
431809,4110.0,78.3,5000.0,-6.7,,1931.0,N
431833,3903.0,85.1,4750.0,64.0,,1950.0,Y
431839,3903.0,17.4,5100.0,100.0,,1931.0,N
431843,4101.0,0.0,7355.0,100.0,,0.0,N
431859,4005.0,91.7,4000.0,0.0,,1931.0,N
431873,4014.0,85.2,1607.0,67.1,,1910.0,Y
431890,4001.0,0.0,950.0,100.0,,0.0,N
431913,4016.0,78.2,4000.0,1.7,,1930.0,Y
431962,4108.0,73.6,15942.0,12.0,,1935.0,Y
431978,4103.0,76.3,5000.0,-14.0,,1935.0,Y
432021,,6.4,2575.0,45.6,,1925.0,N
432121,4109.0,85.1,2500.0,46.7,,1901.0,Y
432175,4104.0,81.4,4500.0,6.0,,1945.0,Y
432217,4007.0,87.5,2600.0,31.5,2.0,1931.0,Y
432224,4017.0,82.5,3750.0,51.2,,1925.0,Y
432226,3810.0,0.0,5106.0,100.0,,0.0,N
432243,4102.0,82.6,4000.0,25.6,,1910.0,Y
432245,4106.0,84.6,2700.0,-15.6,,1940.0,Y
432252,4106.0,9.8,12000.0,84.0,,1920.0,Y
432292,3807.0,35.5,9974.0,80.0,,1941.0,N
432300,4104.0,78.3,2500.0,36.7,,1950.0,Y
432314,4105.0,82.3,4000.0,40.0,,1950.0,Y
432376,4104.0,80.5,6552.0,62.0,,1945.0,Y
432415,,0.0,2800.0,100.0,,0.0,N
432444,4103.0,79.4,4750.0,41.7,,1920.0,Y
432445,4103.0,79.4,5000.0,28.3,,1950.0,Y
432462,4113.0,83.4,4742.0,73.3,,1945.0,Y
432466,3810.0,45.2,2500.0,13.4,,1920.0,Y
432493,4002.0,70.0,2500.0,32.1,,1931.0,Y
432521,4018.0,84.3,4100.0,8.3,,1930.0,Y
432535,4102.0,0.0,2364.0,100.0,,0.0,N
432546,4008.0,0.0,3750.0,100.0,,0.0,N
432558,4014.0,85.9,2400.0,20.0,,1925.0,Y
432565,3809.0,39.0,2500.0,11.0,12.0,1920.0,Y
432706,4006.0,78.0,2494.0,-11.1,,1925.0,N
432729,4103.0,84.5,4000.0,35.6,,1910.0,Y
432748,,,1911.0,3.7,,2007.0,Y
432764,4105.0,84.2,6130.0,58.3,,1930.0,Y
432783,4103.0,83.8,3600.0,-28.0,,1920.0,Y
432785,4015.0,82.1,4100.0,79.0,,1925.0,Y
432787,4009.0,86.0,3100.0,30.0,,1920.0,Y
432793,4014.0,66.8,6017.0,69.5,,1920.0,Y
432799,4005.0,88.6,1473.0,18.5,,1901.0,Y
432804,3901.0,86.9,8400.0,16.7,,2007.0,Y
432811,3810.0,76.3,1050.0,43.6,,1996.0,N
432816,4014.0,85.7,2003.0,-1.6,,1915.0,Y
432862,4113.0,84.5,4000.0,23.3,,1940.0,Y
432889,4105.0,75.2,5100.0,64.0,,1950.0,Y
432924,4016.0,80.8,4000.0,-5.0,,1920.0,Y
432940,4001.0,85.0,2483.0,32.5,,1910.0,Y
432980,4112.0,0.0,6250.0,100.0,,0.0,N
432983,3903.0,83.2,4000.0,35.0,,1940.0,Y
