,puma,LotArea_07,availFAR_perc_07,st_2007,recent_built,recent_alter,is_st
519333,4018,10000.0,3.3,,1,1,0
519349,4106,1710.0,15.6,,0,1,0
519359,3803,1817.0,38.7,,0,1,0
519392,3803,1749.0,100.0,,0,1,0
519404,4107,2500.0,44.0,,0,1,0
519413,3805,1839.0,66.1,,0,1,0
519420,3803,2125.0,100.0,,0,1,0
519422,4007,2500.0,-25.1,8.0,0,1,1
519428,4005,1211.0,68.5,,0,1,0
519442,4004,1530.0,-1.5,,0,1,0
519521,4011,2000.0,-80.0,,0,1,0
519523,4015,3000.0,27.8,,0,1,0
519643,4004,2500.0,100.0,,1,1,0
519648,4105,2800.0,25.0,,0,1,0
519658,3902,9694.0,40.0,,1,0,0
519685,4008,1500.0,100.0,,1,1,0
519703,4013,6000.0,-5.0,,0,1,0
519767,4104,4000.0,16.7,,0,1,0
519782,3710,4000.0,100.0,,1,0,0
519845,4016,2500.0,1.1,,0,1,0
519859,4015,4000.0,49.0,,0,1,0
519954,4016,2700.0,63.7,,0,1,0
519980,4105,6000.0,62.0,,0,1,0
519993,3703,2500.0,46.7,,1,1,0
520031,4010,6000.0,65.0,,0,1,0
520040,4105,3900.0,36.0,,0,1,0
520065,3903,5000.0,85.0,,1,1,0
520069,4005,4200.0,58.8,,0,1,0
520073,3707,5200.0,70.9,,0,1,0
520079,4103,4242.0,50.0,,0,1,0
520135,4110,2066.0,-26.7,,0,1,0
520149,3801,1583.0,58.7,,0,1,0
520198,4013,2265.0,-37.0,,0,1,0
520232,4106,4000.0,38.0,,0,1,0
520263,3702,1710.0,12.8,,0,1,0
520278,4014,1400.0,7.8,,0,1,0
520283,4110,2500.0,100.0,,0,1,0
520288,4101,2225.0,48.0,,1,1,0
520295,4106,1800.0,-14.4,,0,1,0
520350,3807,2351.0,-4.7,,0,1,0
520360,4110,2500.0,6.7,,0,1,0
520400,4007,1695.0,80.7,,0,1,0
520417,3810,5000.0,-90.4,,0,1,0
520439,3807,10042.0,8.5,,0,1,0
520484,4005,1875.0,34.5,,0,1,0
520510,4016,16250.0,90.6,,0,1,0
520551,4001,2500.0,-30.5,8.0,1,0,1
520554,4015,4820.0,21.6,,0,1,0
520583,4004,4042.0,30.5,,0,1,0
520598,4018,2500.0,70.0,,1,1,0
520623,3710,1975.0,50.0,,0,1,0
520629,4111,9907.0,79.2,,1,1,0
520683,4006,2000.0,32.4,,0,1,0
520691,4106,6712.0,58.0,,1,1,0
520723,4014,945.0,28.8,,0,1,0
520784,4106,6000.0,52.0,,0,1,0
520788,4103,3620.0,48.0,,0,1,0
520928,4017,2000.0,36.8,,0,1,0
520945,4004,2266.0,34.5,,0,1,0
520975,3705,4300.0,76.2,,1,1,0
520999,3901,8000.0,100.0,,1,1,0
521010,3901,19500.0,100.0,,1,1,0
521067,4107,1600.0,14.0,,0,1,0
521086,4003,1742.0,13.0,,0,1,0
521090,3710,8772.0,40.3,,1,1,0
521136,4105,7377.0,44.0,,1,1,0
521142,4002,2500.0,32.1,,0,1,0
521154,4003,1633.0,34.0,,0,1,0
521229,4112,5000.0,26.0,,0,1,0
521237,4014,22400.0,20.0,,0,1,0
521265,4105,3000.0,24.0,,0,1,0
521296,4001,2500.0,-29.0,,0,1,0
521324,4109,18130.0,50.0,,0,1,0
521329,4016,3000.0,-11.7,,0,1,0
521347,4110,1900.0,16.7,,0,1,0
521348,4112,4000.0,40.0,,0,1,0
521358,4106,4000.0,22.0,,0,1,0
521380,4015,4125.0,100.0,,1,1,0
521395,4104,5000.0,-1.7,,0,1,0
521401,4008,3000.0,-44.0,6.0,0,1,1
521425,4012,2955.0,47.7,,0,1,0
521429,3902,5000.0,62.0,,0,1,0
521458,4002,2500.0,32.1,,0,1,0
521468,4007,3500.0,29.6,,0,1,0
521479,4012,2003.0,17.7,,0,1,0
521548,4001,1625.0,67.7,,0,1,0
521572,3807,7406.0,87.4,,0,1,0
521591,4102,2487.0,100.0,,1,1,0
521603,3901,10000.0,68.3,,1,1,0
521632,4110,2500.0,-2.2,,0,1,0
521641,4001,23200.0,100.0,,1,1,0
521683,4112,2500.0,45.6,,0,1,0
521705,3705,12500.0,57.8,,0,1,0
521723,3901,1900.0,100.0,,1,1,0
521745,4018,20000.0,44.4,,0,1,0
521755,3803,4147.0,-9.3,,0,1,0
521766,4103,5000.0,68.0,,1,1,0
521771,4014,2003.0,-42.4,,0,1,0
521798,4005,1800.0,75.0,,0,1,0
521808,4009,2217.0,-18.3,,0,1,0
521820,4010,1653.0,10.7,,0,1,0
521828,4016,4000.0,30.0,,0,1,0
521830,4006,2000.0,100.0,,1,1,0
521831,4012,5017.0,15.6,,0,1,0
521921,3810,5625.0,10.2,,0,1,0
521930,4009,830.0,4.0,,0,1,0
521944,4109,30000.0,50.0,,0,1,0
521957,4105,3800.0,38.0,,0,1,0
521997,3901,8900.0,73.3,,1,1,0
521998,4003,2000.0,40.0,,0,1,0
522042,4014,2003.0,18.4,,0,1,0
522058,4008,2500.0,100.0,,1,1,0
522088,4012,800.0,17.7,,0,1,0
522090,4016,4000.0,25.6,,0,1,0
522109,4014,2000.0,30.0,,0,1,0
522124,4104,4100.0,8.0,,0,1,0
522144,4103,4000.0,25.0,,0,1,0
522146,4004,1361.0,-49.5,,0,1,0
522168,4102,2000.0,-13.3,,0,1,0
522187,4017,3673.0,66.4,,0,1,0
522255,4103,5163.0,28.0,,0,1,0
522257,4112,3200.0,26.7,,0,1,0
522294,3803,1350.0,17.4,,0,1,0
522299,3805,2517.0,29.6,8.0,0,1,1
522315,4016,4000.0,56.0,,0,1,0
522362,4104,4000.0,20.0,,1,1,0
522367,4002,2000.0,25.9,,0,1,0
522375,3803,1749.0,100.0,,0,1,0
522419,3804,1779.0,44.2,,0,1,0
522444,4104,5360.0,50.0,,0,1,0
522500,3802,2000.0,31.4,,0,1,0
522502,4105,4000.0,52.0,,0,1,0
522546,4106,3800.0,52.0,,0,1,0
522585,4112,16000.0,100.0,,1,1,0
522632,4005,1667.0,56.5,,0,1,0
522655,4104,3190.0,-2.0,,0,1,0
522658,3702,10424.0,24.4,,0,1,0
522703,4112,4000.0,76.7,,0,1,0
522712,3902,5000.0,38.3,,0,1,0
522715,4104,9785.0,100.0,,1,0,0
522764,4013,5000.0,40.0,,0,1,0
522781,3901,5000.0,60.0,,1,1,0
522806,4112,8250.0,30.0,,0,1,0
522826,4105,4000.0,50.0,,0,1,0
522862,4103,18000.0,51.9,,0,1,0
522882,4014,2500.0,16.8,,0,1,0
522888,3806,1941.0,25.5,,0,1,0
522912,4113,4000.0,36.7,,0,1,0
522913,4107,1883.0,33.5,,0,1,0
522926,4001,24200.0,66.7,,0,1,0
522959,3803,1998.0,30.5,,0,1,0
522967,4102,2120.0,-80.0,,0,1,0
522988,4103,4000.0,18.3,,1,1,0
522995,3807,1500.0,-22.3,,0,1,0
523035,3710,1698.0,37.0,,0,1,0
523043,4101,2000.0,15.6,,0,1,0
523062,4105,4000.0,51.7,,0,1,0
523110,4104,5200.0,66.0,,1,1,0
523116,4103,4000.0,40.0,,0,1,0
523141,4103,6000.0,24.0,,0,1,0
523142,4003,2000.0,-4.0,,1,0,0
523180,3901,5680.0,40.0,,1,0,0
523196,4008,2750.0,-16.0,,0,1,0
523213,4103,3828.0,44.0,,0,1,0
523222,4010,2500.0,47.3,,0,1,0
523257,3902,5015.0,15.0,,0,1,0
523322,3902,8066.0,47.5,,1,1,0
523371,4014,3000.0,35.2,,0,1,0
523393,4114,4600.0,54.0,,1,1,0
523463,4103,2474.0,67.9,,0,1,0
523526,4112,2000.0,100.0,,1,0,0
523528,3810,7488.0,1.0,,0,1,0
523544,3901,5000.0,38.3,,0,1,0
523549,4002,2000.0,32.1,,0,1,0
523553,4103,14772.0,59.3,,0,1,0
523570,4004,2100.0,-30.5,,0,1,0
523575,4002,2500.0,-86.0,5.0,0,1,1
523683,4109,2500.0,32.8,,1,1,0
523688,4107,2958.0,34.4,,1,0,0
523736,3903,4000.0,0.0,,0,1,0
523750,4006,1808.0,16.0,,0,1,0
523788,4102,4000.0,50.4,,1,1,0
523789,4003,2000.0,100.0,,1,1,0
523800,4012,2500.0,28.0,,0,1,0
523802,3804,871.0,29.9,,0,1,0
523803,4009,4488.0,0.0,,0,1,0
523821,3703,2500.0,100.0,,1,1,0
523858,3810,1866.0,100.0,,1,1,0
523861,4110,11852.0,-31.2,,1,1,0
523875,4105,4000.0,55.0,,0,1,0
523878,4103,1534.0,-62.2,,0,1,0
523905,4014,1910.0,48.0,,1,1,0
523922,4111,1880.0,4.8,,0,1,0
523929,4015,2400.0,42.4,,0,1,0
523937,4008,1750.0,100.0,,1,1,0
523968,4016,1942.0,56.0,,0,1,0
523988,4006,2221.0,100.0,,0,1,0
524003,3805,1429.0,56.3,,0,1,0
524005,3810,8000.0,-51.7,26.0,0,1,1
524016,3901,8911.0,62.0,,0,1,0
524046,3807,1945.0,32.0,,0,1,0
524055,4008,1587.0,100.0,,0,1,0
524088,4105,5410.0,58.0,,0,1,0
524098,4111,2500.0,64.0,,0,1,0
524103,3702,2500.0,-35.6,,0,1,0
524132,3704,3742.0,36.7,,0,1,0
524213,4103,4000.0,21.7,,1,1,0
524226,4107,1978.0,44.7,,0,1,0
524233,4003,1933.0,28.0,,0,1,0
524250,3901,5800.0,65.0,,0,1,0
524251,4002,1800.0,24.7,,0,1,0
524267,4016,2500.0,13.3,,1,1,0
524279,3804,2523.0,34.8,,0,1,0
524293,4103,2500.0,100.0,,1,1,0
524296,4005,10000.0,98.0,,0,1,0
524318,4114,9485.0,53.6,,1,1,0
524339,4101,12515.0,56.8,,0,1,0
524354,3901,5250.0,55.0,,1,1,0
524370,4104,8820.0,70.0,,1,1,0
524372,4016,4000.0,-11.7,,0,1,0
524467,4012,2003.0,35.0,,0,1,0
524469,4002,1700.0,100.0,,0,1,0
524482,3804,10337.0,100.0,,0,1,0
524509,4004,2000.0,40.0,,0,1,0
524521,4113,2400.0,100.0,,1,0,0
524529,4103,1800.0,-7.8,,0,1,0
524568,4014,5069.0,45.6,,0,1,0
524570,4017,2000.0,96.0,,1,1,0
524571,4114,5000.0,100.0,,1,0,0
524575,4112,3000.0,100.0,,1,1,0
524587,4014,2404.0,56.4,,0,1,0
524602,4112,8000.0,66.0,,1,1,0
524610,3902,8000.0,66.0,,0,1,0
524611,3707,6650.0,41.9,,0,1,0
524617,4012,1600.0,47.3,,0,1,0
524621,4101,2500.0,66.4,,1,1,0
524659,4112,3000.0,38.3,,0,1,0
524674,4007,2200.0,14.4,,0,1,0
524694,4105,4500.0,54.0,,0,1,0
524704,4013,36350.0,-10.7,19.0,0,1,1
524757,4002,2500.0,28.4,6.0,0,1,1
524877,3902,9375.0,83.3,,1,1,0
524925,4010,2015.0,31.7,,1,0,0
524941,3902,4000.0,60.0,,0,1,0
524947,4106,2767.0,20.0,,0,1,0
524960,4112,6119.0,72.8,,0,1,0
524970,4114,11066.0,43.3,,0,1,0
524974,4103,8800.0,64.0,,1,1,0
524978,3901,9184.0,72.0,,0,1,0
524979,4005,1975.0,-20.5,,0,1,0
524985,4103,3000.0,-68.3,,0,1,0
524994,4016,4000.0,53.3,,0,1,0
524995,3903,5000.0,63.3,,0,1,0
525009,4009,2225.0,23.3,,0,1,0
525011,4104,5583.0,26.0,,0,1,0
525062,4104,2680.0,12.0,,0,1,0
525087,4005,2000.0,38.5,,0,1,0
525122,4103,4000.0,52.2,,0,1,0
525139,4107,2505.0,-5.6,,0,1,0
525141,4112,2400.0,41.1,,0,1,0
525144,4104,4000.0,24.0,,0,1,0
525160,4018,3800.0,100.0,,1,1,0
525183,4002,2000.0,40.7,,0,1,0
525189,3807,2943.0,100.0,,0,1,0
525192,4104,5000.0,13.3,,1,1,0
525198,3901,4022.0,48.0,,0,1,0
525223,4103,2375.0,56.8,,1,1,0
525229,3706,3042.0,76.5,,0,1,0
525292,3902,4000.0,-18.0,,0,1,0
525342,4017,1551.0,32.0,,0,1,0
525423,4008,2000.0,100.0,,1,1,0
525440,4016,2688.0,76.8,,1,1,0
525441,4003,2500.0,100.0,,1,1,0
525459,3709,2000.0,43.2,,0,1,0
525492,4010,9882.0,-60.0,,0,1,0
525555,4016,3000.0,60.0,,0,1,0
525595,3903,4500.0,53.3,,0,1,0
525600,4102,1675.0,29.0,,0,1,0
525657,4003,1600.0,35.0,,0,1,0
525682,3903,3000.0,100.0,,1,1,0
525724,3805,16040.0,-24.8,,0,1,0
525747,3901,6000.0,71.7,,0,1,0
525752,4103,6000.0,8.0,,0,1,0
525788,3901,5850.0,66.0,,1,1,0
525810,3710,2188.0,100.0,,1,1,0
525826,4114,3831.0,100.0,,1,0,0
525875,4014,2003.0,65.0,,0,1,0
525884,4014,4347.0,-18.0,,0,1,0
525891,4113,4000.0,31.7,,1,1,0
525896,4013,6000.0,-26.0,,0,1,0
526024,4106,3000.0,38.3,,0,1,0
526025,4114,3000.0,-11.7,,0,1,0
526069,4016,4000.0,59.2,,1,1,0
526076,4105,3900.0,10.0,,0,1,0
526086,4015,2600.0,17.8,,0,1,0
526089,4112,4000.0,46.7,,0,1,0
526135,4004,1417.0,100.0,,1,1,0
526159,3901,7176.0,78.0,,0,1,0
526212,4001,40130.0,62.5,,0,1,0
526294,3706,7750.0,100.0,15.0,1,0,1
526327,4101,2500.0,-0.4,8.0,1,0,1
526353,4103,5000.0,90.1,,1,1,0
526360,3805,1255.0,18.5,,0,1,0
526380,3810,2500.0,9.2,,0,1,0
526387,4101,3250.0,100.0,,1,1,0
526408,4002,2000.0,25.9,,0,1,0
526438,4009,3120.0,60.0,,0,1,0
526449,4101,15000.0,60.0,,0,1,0
526500,3805,4043.0,53.5,,0,1,0
526502,4104,5000.0,20.0,,0,1,0
526512,3803,1500.0,-0.9,,0,1,0
526523,4009,5000.0,62.0,,0,1,0
526545,4003,2000.0,16.0,,0,1,0
526591,3804,3507.0,100.0,,0,1,0
526636,3703,2842.0,37.8,,0,1,0
526713,4010,2000.0,34.2,,0,1,0
526726,4111,1800.0,28.9,,0,1,0
526738,4002,2000.0,100.0,,0,1,0
526774,4005,1573.0,-45.5,,0,1,0
526775,4104,4000.0,-31.7,,1,0,0
526777,4002,2000.0,42.4,,0,1,0
526830,4015,4766.0,66.4,,1,1,0
526860,3903,5000.0,40.0,,0,1,0
526949,3807,1949.0,55.3,,0,1,0
526997,4012,2000.0,32.9,,0,1,0
527013,4005,1980.0,2.9,,0,1,0
527027,3702,10001.0,84.0,,1,1,0
527038,3807,2452.0,18.4,,0,1,0
527049,4107,2500.0,70.4,,0,1,0
527076,4009,3200.0,-63.3,,0,1,0
527081,4104,4400.0,15.0,,0,1,0
527126,4012,2424.0,53.3,,0,1,0
527156,3703,7500.0,46.7,,1,1,0
527163,4003,1652.0,100.0,,1,1,0
527234,3901,4000.0,66.7,,0,1,0
527269,4010,17700.0,46.0,,0,1,0
527272,3807,2469.0,33.6,,0,1,0
527325,4105,4000.0,34.0,,0,1,0
527327,4013,2500.0,18.9,,0,1,0
527330,4104,2719.0,8.5,,0,1,0
527331,4103,3897.0,36.0,,0,1,0
527333,4002,4075.0,100.0,,1,1,0
527360,4104,4560.0,38.0,,0,1,0
527394,4004,1760.0,43.7,,0,1,0
527410,4012,1669.0,76.0,,0,1,0
527417,4101,4002.0,27.5,,0,1,0
527444,3805,10465.0,24.6,,1,1,0
527483,4014,2404.0,21.6,,0,1,0
527498,3902,14000.0,86.0,,0,1,0
527516,4001,2000.0,63.0,,0,1,0
527535,3701,6072.0,79.7,,0,1,0
527541,4108,2000.0,-12.2,,0,1,0
527545,4105,3800.0,23.3,,0,1,0
527641,4009,2367.0,-13.6,,1,1,0
527655,4112,3000.0,46.7,,0,1,0
527670,3805,1512.0,56.4,,0,1,0
527696,4104,4077.0,36.0,,0,1,0
527733,4002,2500.0,-2.9,,0,1,0
527734,3803,1665.0,100.0,,1,1,0
527747,4018,1131.0,100.0,,0,1,0
527757,4012,2003.0,43.0,,0,1,0
527759,4009,4250.0,26.7,,0,1,0
527766,4114,15000.0,84.8,,1,1,0
527784,3903,2500.0,-12.0,,0,1,0
527811,3810,2637.0,-0.2,,0,1,0
527818,3804,1514.0,100.0,,0,1,0
527866,4003,2000.0,32.5,,0,1,0
527921,4012,2053.0,15.6,,0,1,0
527923,3805,2008.0,73.2,,1,1,0
527973,4106,3900.0,45.6,,0,1,0
527977,4003,2500.0,55.6,,0,1,0
528000,4017,2062.0,0.0,,0,1,0
528014,4106,2525.0,25.6,,0,1,0
528018,4001,2008.0,100.0,,1,1,0
528043,4013,4000.0,45.6,,0,1,0
528065,4103,4150.0,30.0,,0,1,0
528147,4104,3982.0,64.0,,1,1,0
528173,4105,7575.0,-65.0,,0,1,0
528179,4104,4000.0,55.0,,1,1,0
528228,3710,6150.0,67.5,,0,1,0
528247,4103,4000.0,47.8,,1,1,0
528255,3810,3192.0,27.1,2.0,0,1,1
528309,4014,2000.0,29.0,,0,1,0
528332,4003,4500.0,100.0,,1,1,0
528457,4106,5000.0,42.0,,0,1,0
528462,3805,18803.0,-56.4,,0,1,0
528470,4016,3300.0,100.0,,1,1,0
528472,4014,10000.0,-48.1,33.0,0,1,1
528483,4018,28770.0,14.0,,0,1,0
528513,4113,1729.0,72.1,,0,1,0
528539,4108,26725.0,82.3,,0,1,0
528550,4103,7500.0,56.0,,0,1,0
528569,4015,3000.0,-16.7,,0,1,0
528598,4007,2000.0,100.0,,1,1,0
528603,3709,2180.0,-7.2,,0,1,0
528655,4014,2940.0,32.8,,0,1,0
528659,3803,1682.0,100.0,,1,0,0
528685,3902,6096.0,75.0,,1,1,0
528746,4012,1760.0,25.5,,0,1,0
528756,4017,2300.0,44.0,,0,1,0
528844,4005,2000.0,0.0,,0,1,0
528856,3805,12050.0,-17.9,,0,1,0
528922,4104,7000.0,36.0,,0,1,0
528933,4114,4000.0,3.3,,1,1,0
528938,4009,4000.0,46.7,,0,1,0
528948,3701,7525.0,100.0,,1,1,0
528955,3901,5000.0,70.0,,1,1,0
528996,3901,8000.0,70.0,,1,1,0
529004,4003,1440.0,30.5,,0,1,0
529011,4006,11440.0,1.0,,0,1,0
529043,3808,2125.0,72.3,2.0,0,1,1
529073,3702,2500.0,-36.7,,1,0,0
529077,3810,4150.0,18.9,3.0,0,1,1
529078,4005,3000.0,100.0,,1,1,0
529138,3903,2625.0,13.3,,0,1,0
529160,4009,4850.0,-16.0,,0,1,0
529189,3809,4506.0,100.0,,0,1,0
529207,4002,1925.0,61.3,,0,1,0
529209,4103,3125.0,-9.0,,1,1,0
529217,4104,12000.0,50.0,,1,1,0
529220,3810,2508.0,12.0,,0,1,0
529272,3810,9050.0,25.1,16.0,0,1,1
529284,4004,1467.0,8.0,,0,1,0
529292,4016,2000.0,17.5,,0,1,0
529313,4004,2042.0,41.0,,0,1,0
529329,4103,2477.0,34.4,,0,1,0
529364,3705,5041.0,100.0,,1,1,0
529391,4114,6000.0,-2.0,,0,1,0
529393,4105,4720.0,58.0,,0,1,0
529395,4016,1800.0,65.6,,0,1,0
529401,3805,2001.0,46.0,,0,1,0
529440,4013,2500.0,-3.3,,0,1,0
529445,3705,2500.0,-2.0,,0,1,0
529452,4112,2997.0,0.0,,1,0,0
529480,3709,22884.0,57.6,,0,1,0
529492,4111,1958.0,37.6,,0,1,0
529494,3709,6244.0,100.0,,1,1,0
529504,4109,4211.0,12.2,,1,1,0
529556,3810,2042.0,30.5,,0,1,0
529558,4104,54182.0,28.0,,0,1,0
529583,4004,1040.0,100.0,,1,1,0
529588,4105,4000.0,40.0,,0,1,0
529653,4104,4000.0,53.3,,0,1,0
529662,4007,5099.0,86.5,,0,1,0
529739,3810,2489.0,74.5,,1,1,0
529751,4114,6000.0,-82.0,,0,1,0
529753,4110,2500.0,90.0,,1,1,0
529757,4018,2000.0,-61.1,,0,1,0
529768,4002,5800.0,-67.0,,0,1,0
529778,4007,1282.0,100.0,,1,1,0
529867,4014,2400.0,0.0,,0,1,0
529871,4104,2500.0,33.3,,1,1,0
529873,4009,3875.0,47.2,,0,1,0
529893,4103,2950.0,64.8,,0,1,0
529924,4113,4200.0,0.0,,0,1,0
529946,4106,4000.0,38.0,,0,1,0
529982,3705,4900.0,100.0,,0,1,0
530005,3809,2500.0,70.9,,1,1,0
530009,4013,2720.0,50.4,,0,1,0
530011,3803,2398.0,-18.6,4.0,0,1,1
530013,4111,5000.0,100.0,,0,1,0
530038,4013,2773.0,56.7,,0,1,0
530044,4006,2185.0,61.7,,0,1,0
530085,4114,10768.0,68.3,,1,1,0
530087,4006,33472.0,36.7,,0,1,0
530099,3710,1650.0,38.7,,0,1,0
530104,4006,2000.0,-83.3,,0,1,0
530119,4018,19958.0,76.7,,0,1,0
530123,4105,7080.0,100.0,,1,0,0
530285,4008,2500.0,-49.6,,1,1,0
530291,4012,2496.0,67.0,,1,1,0
530312,3705,1020.0,56.4,,1,1,0
530354,4112,3200.0,-46.7,,0,1,0
530393,3902,7000.0,58.3,,1,1,0
530396,4018,5375.0,94.0,,0,1,0
530437,4105,4000.0,38.0,,0,1,0
530464,4009,2280.0,47.2,,0,1,0
530515,4112,4000.0,53.3,,0,1,0
530526,4104,7800.0,24.0,,0,1,0
530552,4110,6250.0,62.2,,0,1,0
530556,4103,6400.0,38.0,,0,1,0
530567,4114,6000.0,-2.0,,1,0,0
530598,4003,2000.0,54.7,,0,1,0
530634,4001,2375.0,58.8,,0,1,0
530645,3805,15062.0,68.4,,0,1,0
530652,4101,2279.0,51.2,,0,1,0
530676,4104,5842.0,66.7,,0,1,0
530687,3901,12800.0,100.0,,1,1,0
530715,3703,13500.0,73.3,,1,1,0
530722,3901,3030.0,100.0,,1,1,0
530759,4107,6250.0,87.5,,1,1,0
530764,4106,4895.0,66.7,,0,1,0
530770,3807,1506.0,62.6,11.0,0,1,1
530775,3903,6633.0,-11.7,,0,1,0
530816,4005,1790.0,15.5,,0,1,0
530830,4003,2500.0,-30.0,8.0,0,1,1
530881,4109,61190.0,60.5,,0,1,0
530898,3901,8120.0,72.0,,0,1,0
530899,4109,3742.0,69.6,,1,1,0
530909,4009,2140.0,-7.2,,1,0,0
530914,4005,3104.0,74.5,,1,1,0
530922,3901,15000.0,87.0,,1,1,0
530970,4103,2862.0,-25.0,,0,1,0
530974,4102,1700.0,21.0,,0,1,0
530975,4103,4260.0,20.0,,0,1,0
530986,4005,2108.0,11.0,,0,1,0
531018,4004,1710.0,25.0,,0,1,0
531019,4001,1413.0,38.7,,1,1,0
531023,4111,5000.0,56.7,,1,1,0
531026,3802,10000.0,-23.5,42.0,0,1,1
531028,4103,8000.0,62.2,,1,0,0
531093,3808,3750.0,39.0,13.0,0,1,1
531159,3902,7830.0,68.3,,1,1,0
531195,3703,4343.0,15.0,,0,1,0
531262,3704,5000.0,32.2,,1,0,0
531276,4014,10017.0,20.0,,0,1,0
531311,4112,4560.0,-10.0,,0,1,0
531318,4103,4000.0,55.6,,1,1,0
531382,3807,3625.0,-0.6,6.0,0,1,1
531387,4015,4000.0,47.1,,1,1,0
531397,3704,3500.0,43.3,,0,1,0
531408,4104,4217.0,35.0,,0,1,0
531432,3902,4585.0,30.0,,0,1,0
531449,4103,2500.0,26.7,,0,1,0
531475,4001,2500.0,58.0,,1,1,0
531483,4003,2625.0,67.3,,0,1,0
531513,4112,4000.0,73.3,,1,1,0
531520,4112,3700.0,75.7,,0,1,0
531541,4104,7029.0,40.0,,0,1,0
531583,4007,1875.0,34.2,,0,1,0
531616,3703,11400.0,40.0,,0,1,0
531620,3706,10000.0,70.9,,0,1,0
531637,3901,5700.0,100.0,,1,1,0
531709,3901,20366.0,80.0,,1,1,0
531733,4009,2210.0,56.8,,0,1,0
531747,4014,2000.0,50.6,,0,1,0
531776,4002,1393.0,-12.3,,0,1,0
531826,3706,3500.0,-30.8,15.0,0,1,1
531829,3808,8150.0,18.5,99.0,0,1,1
531840,4012,2003.0,30.9,,0,1,0
531841,4013,2000.0,1.5,,0,1,0
531909,4105,4000.0,10.0,,0,1,0
531926,4002,7245.0,100.0,,1,1,0
531959,4103,1980.0,100.0,,0,1,0
531986,4105,3654.0,40.0,,0,1,0
532001,4108,2000.0,70.1,,0,1,0
532028,4013,2300.0,-26.7,,0,1,0
532032,4110,3600.0,48.3,,1,1,0
532039,4103,2700.0,63.4,,0,1,0
532051,4113,3887.0,51.1,,0,1,0
532055,4001,2000.0,7.4,,0,1,0
532061,4114,3150.0,-60.0,,0,1,0
532078,4103,6000.0,14.0,,1,1,0
532088,3901,5000.0,62.0,,0,1,0
532094,4112,2500.0,100.0,,0,1,0
532095,4101,2000.0,47.2,,0,1,0
532158,4110,2500.0,66.7,,0,1,0
532188,4016,1820.0,43.8,,0,1,0
532192,4104,2500.0,-8.0,,0,1,0
532291,3709,31500.0,97.5,,1,1,0
532355,4111,1683.0,-1.5,,0,1,0
532362,4003,1875.0,14.0,,0,1,0
532370,4002,3000.0,13.6,,0,1,0
532419,3902,4000.0,81.7,,1,1,0
532423,3902,4730.0,2.0,,0,1,0
532441,4005,2240.0,-50.5,,0,1,0
532468,4110,1541.0,65.6,,0,1,0
532494,4105,5000.0,56.0,,0,1,0
532548,4018,1933.0,-24.8,,0,1,0
532577,4103,4000.0,60.0,,1,1,0
532601,4014,2254.0,36.0,,0,1,0
532610,4106,4000.0,2.0,,1,1,0
532625,4105,6000.0,58.0,,0,1,0
532655,4001,2500.0,67.5,,0,1,0
532662,4112,2500.0,15.0,,0,1,0
532677,3901,10000.0,81.7,,1,1,0
532681,3806,1818.0,41.9,,0,1,0
532684,4006,2063.0,-12.0,,0,1,0
532769,3901,4000.0,40.0,,0,1,0
532788,4110,3366.0,50.0,,0,1,0
532821,4012,2003.0,100.0,,0,1,0
532825,4110,2250.0,-47.8,,0,1,0
532846,4104,6930.0,66.0,,1,1,0
532874,4110,2500.0,2.5,6.0,0,1,1
532942,4113,3000.0,33.3,,0,1,0
532972,3901,5500.0,93.3,,1,1,0
532980,4006,2500.0,100.0,,1,1,0
533017,4005,1229.0,3.7,,0,1,0
533040,4003,6360.0,76.4,,1,1,0
533074,4009,5000.0,62.0,,0,1,0
533117,4005,2750.0,11.0,,0,1,0
533138,4011,14000.0,100.0,,1,0,0
533161,4104,4000.0,55.0,,1,1,0
533188,4009,2600.0,71.2,,0,1,0
533231,4110,2533.0,-5.6,,0,1,0
533236,4010,2400.0,31.2,,0,1,0
533242,3902,6000.0,80.0,,1,1,0
533254,4003,2000.0,40.7,,0,1,0
533256,3709,7332.0,59.7,,0,1,0
533306,4016,6000.0,33.3,,0,1,0
533320,3704,9000.0,100.0,,1,1,0
533328,3810,1659.0,85.6,,1,1,0
533334,4106,4800.0,46.7,,0,1,0
533376,3807,2008.0,69.3,,0,1,0
533385,4018,584.0,100.0,,0,1,0
533441,4105,3330.0,-1.7,,0,1,0
533445,3803,3331.0,100.0,,1,1,0
533451,4011,2500.0,38.7,,0,1,0
533517,3708,2983.0,100.0,,1,1,0
533548,4113,9822.0,66.7,,1,1,0
533563,4105,3225.0,-8.0,,0,1,0
533585,4104,5000.0,61.7,,1,1,0
533603,3808,2042.0,17.5,,0,1,0
533608,4014,4007.0,52.8,,0,1,0
533614,4001,2500.0,42.4,8.0,1,1,1
533698,3903,7525.0,-65.6,,0,1,0
533708,4110,1800.0,-16.7,,0,1,0
533723,3902,2200.0,16.7,,0,1,0
533748,4110,2660.0,33.3,,0,1,0
533763,3902,4284.0,6.0,,0,1,0
533766,4107,3819.0,61.6,,1,1,0
533797,4101,2502.0,81.5,8.0,1,1,1
533804,4018,1933.0,36.8,,0,1,0
533828,4004,4753.0,100.0,,0,1,0
533860,4103,5000.0,37.8,,0,1,0
533864,4109,2000.0,100.0,,0,1,0
