,puma,LotArea_07,availFAR_perc_07,st_2007,recent_built,recent_alter,is_st
503730,4001,2500.0,81.5,,0,1,0
503740,4002,1800.0,24.7,,0,1,0
503748,4112,2575.0,49.6,,0,1,0
503750,4103,4728.0,44.0,,0,1,0
503764,3804,2250.0,50.0,,1,1,0
503828,4102,3125.0,47.0,,0,1,0
503830,4106,4000.0,36.0,,0,1,0
503843,4018,6000.0,30.0,,0,1,0
503874,4014,2092.0,47.2,,0,1,0
503909,4007,2667.0,17.3,8.0,0,1,1
503930,3902,4358.0,8.3,,0,1,0
503939,3805,1973.0,68.4,4.0,0,1,1
503956,4014,20000.0,-72.0,,0,1,0
503964,4003,1775.0,40.0,,0,1,0
503970,4012,2003.0,39.9,,0,1,0
503988,4007,2000.0,88.2,,0,1,0
504002,3902,5340.0,100.0,,1,1,0
504096,4016,48000.0,-66.7,188.0,0,1,1
504110,3806,1908.0,22.3,,0,1,0
504140,4003,5000.0,26.0,,0,1,0
504208,3707,2984.0,-8.0,,0,1,0
504247,4018,2800.0,74.9,,1,1,0
504251,4007,3217.0,69.1,,1,1,0
504259,4001,2500.0,32.1,,1,1,0
504278,4018,2000.0,41.6,,0,1,0
504321,4017,2625.0,20.8,,0,1,0
504377,4016,1800.0,57.8,,0,1,0
504388,3806,1992.0,42.2,13.0,0,1,1
504395,4016,3000.0,26.7,,0,1,0
504404,4114,2818.0,100.0,,1,1,0
504446,4013,2500.0,-76.7,,0,1,0
504448,4106,4000.0,23.3,,0,1,0
504449,4106,2000.0,-68.9,,0,1,0
504461,3901,8400.0,78.0,,1,1,0
504493,3803,6606.0,20.1,,0,1,0
504514,4014,2069.0,64.2,,0,1,0
504518,4004,7200.0,44.4,,0,1,0
504602,3809,1470.0,47.0,,0,1,0
504612,3901,5000.0,40.0,,0,1,0
504639,3902,7000.0,66.0,,0,1,0
504655,4012,2000.0,44.0,,0,1,0
504660,4103,4050.0,54.0,,0,1,0
504674,3803,1751.0,100.0,,0,1,0
504690,4105,3217.0,30.0,,0,1,0
504703,3709,20406.0,100.0,,1,1,0
504762,4018,3000.0,-65.0,,0,1,0
504817,4013,10708.0,77.5,,0,1,0
504833,3707,3075.0,68.6,,0,1,0
504852,4004,2525.0,100.0,,0,1,0
504894,4102,2000.0,25.6,,0,1,0
504918,4105,4000.0,50.0,,0,1,0
504925,3810,2114.0,100.0,,1,1,0
504930,4104,12016.0,46.0,,1,0,0
504999,4014,2003.0,-33.6,,0,1,0
505008,4001,2200.0,-3.0,0.0,0,1,1
505041,4002,2500.0,25.9,,0,1,0
505090,4104,4000.0,55.0,,1,0,0
505103,3709,5125.0,77.8,,0,1,0
505117,4109,12000.0,25.0,,0,1,0
505132,4007,1667.0,100.0,,1,1,0
505164,4017,2384.0,48.0,,0,1,0
505176,4103,2832.0,-50.0,,0,1,0
505195,3901,4000.0,-38.3,,1,0,0
505196,4103,4000.0,14.0,,0,1,0
505199,4014,3254.0,64.0,,0,1,0
505234,4103,5300.0,64.0,,0,1,0
505243,4103,2750.0,58.7,,1,1,0
505245,4001,1500.0,53.9,,0,1,0
505258,3807,3801.0,100.0,,0,1,0
505301,3901,9300.0,66.0,,1,1,0
505358,4110,2500.0,10.0,,0,1,0
505384,4104,4000.0,42.0,,0,1,0
505387,4114,4000.0,100.0,,1,0,0
505435,4110,1108.0,-89.6,,1,0,0
505479,4012,2003.0,42.0,,0,1,0
505543,3902,5300.0,30.0,,1,1,0
505558,4014,2003.0,28.8,,0,1,0
505568,3901,1860.0,100.0,,1,1,0
505575,3702,2422.0,100.0,,1,1,0
505586,4111,6992.0,100.0,,1,1,0
505696,3902,15450.0,58.0,,0,1,0
505776,4009,10317.0,100.0,,0,1,0
505793,4004,2250.0,100.0,,1,1,0
505799,4014,2404.0,48.1,,0,1,0
505812,4009,5600.0,-2.0,,0,1,0
505816,4016,1785.0,40.0,,0,1,0
505822,4105,3280.0,46.7,,0,1,0
505836,4105,4125.0,36.0,,0,1,0
505916,4108,6025.0,23.3,,0,1,0
505921,3805,2368.0,62.7,,0,1,0
505948,4006,3330.0,65.0,,0,1,0
505954,4104,5000.0,61.7,,0,1,0
505977,3701,5000.0,100.0,,1,1,0
506005,4003,2330.0,50.0,,0,1,0
506041,4014,3400.0,68.0,,0,1,0
506056,4017,4000.0,64.8,,1,1,0
506077,4103,1476.0,-37.8,,0,1,0
506080,4017,4000.0,100.0,,0,1,0
506104,4105,2600.0,-63.3,,0,1,0
506151,4105,3369.0,-8.3,,1,0,0
506157,3901,12000.0,90.0,,1,1,0
506169,4016,2800.0,-1.7,,0,1,0
506263,4014,16970.0,51.0,,0,1,0
506307,3807,2173.0,100.0,,1,1,0
506367,3808,11050.0,-61.7,,0,1,0
506378,4011,11625.0,100.0,,1,1,0
506380,4005,1710.0,58.0,,0,1,0
506402,4012,2000.0,46.5,,0,1,0
506416,4104,6000.0,48.3,,1,1,0
506427,4009,2006.0,-98.9,,1,0,0
506469,4114,5250.0,21.7,,0,1,0
506500,3901,3000.0,31.7,,0,1,0
506505,3902,4200.0,60.0,,0,1,0
506551,4005,1932.0,13.0,,0,1,0
506562,3809,2048.0,8.7,3.0,0,1,1
506569,4014,3756.0,100.0,,1,1,0
506618,4002,2500.0,50.6,,0,1,0
506632,4001,1875.0,30.9,,0,1,0
506658,4103,8000.0,56.0,,0,1,0
506666,3703,1745.0,-51.8,,0,1,0
506748,4005,2500.0,20.0,,1,1,0
506783,4010,2504.0,100.0,,1,1,0
506786,3901,6125.0,48.3,,1,1,0
506795,4014,4007.0,33.3,,0,1,0
506799,4105,4500.0,34.0,,0,1,0
506816,4012,1607.0,-7.4,,0,1,0
506853,3804,7569.0,100.0,,1,0,0
506877,3901,5850.0,68.0,,0,1,0
506947,3704,2500.0,-80.0,,1,0,0
506958,3809,5545.0,83.6,,0,1,0
506960,4001,2000.0,67.1,,0,1,0
506978,4106,4000.0,26.0,,0,1,0
506996,4104,5500.0,-74.0,,0,1,0
507070,4112,17000.0,81.5,,0,1,0
507088,4109,4000.0,63.8,,0,1,0
507106,4112,4500.0,18.0,,0,1,0
507115,3903,4000.0,-25.0,,0,1,0
507183,4102,2080.0,100.0,,0,1,0
507187,4112,2963.0,38.3,,0,1,0
507193,4105,5000.0,30.0,,1,1,0
507199,3807,4686.0,-96.7,,0,1,0
507203,4002,1540.0,25.1,,1,0,0
507232,3801,17925.0,85.5,,0,1,0
507272,4105,4275.0,18.3,,0,1,0
507292,4014,3047.0,42.4,,0,1,0
507310,4106,8192.0,-6.0,,0,1,0
507315,4103,1800.0,20.0,,0,1,0
507324,4004,2000.0,20.0,,0,1,0
507376,4006,3000.0,4.1,,0,1,0
507391,4109,3388.0,77.8,,1,1,0
507397,4112,3450.0,45.0,,0,1,0
507411,3903,2727.0,85.0,,0,1,0
507510,4004,8450.0,2.7,,0,1,0
507524,4110,2000.0,21.1,,0,1,0
507528,4108,5000.0,12.0,,0,1,0
507530,4104,4000.0,44.0,,0,1,0
507538,3901,3768.0,76.7,,0,1,0
507566,3810,12173.0,40.4,,0,1,0
507575,3805,2008.0,18.0,,0,1,0
507581,3701,6874.0,63.3,,0,1,0
507588,4002,2550.0,25.5,,0,1,0
507605,4109,42575.0,48.3,,1,1,0
507606,3901,7128.0,51.7,,0,1,0
507631,4104,5000.0,36.0,,1,1,0
507697,4103,3625.0,56.7,,0,1,0
507714,4015,6050.0,54.9,,1,1,0
507779,3809,1064.0,26.2,,0,1,0
507785,4004,4800.0,61.9,,0,1,0
507790,4004,21185.0,10.0,,0,1,0
507797,4113,3440.0,24.0,,1,1,0
507808,3803,2018.0,29.4,,0,1,0
507824,4014,5017.0,36.2,,0,1,0
507832,4012,1600.0,15.2,,0,1,0
507852,4014,3374.0,64.0,,0,1,0
507888,3809,2425.0,18.0,,0,1,0
507905,3808,2469.0,68.9,,0,1,0
507919,3702,46000.0,-21.6,,0,1,0
507945,4001,2500.0,65.4,,0,1,0
507949,4005,2000.0,53.1,,0,1,0
507951,4108,2650.0,26.7,,0,1,0
507991,4011,2946.0,51.2,,0,1,0
507998,4012,2003.0,39.5,,0,1,0
508027,4006,1710.0,18.0,,0,1,0
508031,3703,3773.0,100.0,,1,1,0
508050,4003,2021.0,100.0,,1,1,0
508105,4102,3125.0,54.5,,0,1,0
508119,3804,3129.0,-20.9,1.0,0,1,1
508129,4017,2000.0,-13.3,,0,1,0
508171,4107,2500.0,19.7,,1,0,0
508174,4104,4354.0,-13.3,,0,1,0
508198,4005,1600.0,100.0,,0,1,0
508230,4112,2000.0,100.0,,1,1,0
508235,4109,2464.0,100.0,,1,1,0
508236,4108,20843.0,20.6,,0,1,0
508248,4013,1600.0,20.0,,0,1,0
508260,4014,8550.0,-38.0,,0,1,0
508263,4004,2250.0,100.0,,1,1,0
508277,3807,2508.0,60.5,4.0,0,1,1
508279,3705,7667.0,100.0,,1,1,0
508286,4018,11800.0,92.0,,1,1,0
508294,3702,3304.0,-22.2,,1,0,0
508425,4001,1823.0,35.0,,0,1,0
508427,3902,10000.0,70.0,,1,1,0
508500,4017,13400.0,56.5,,0,1,0
508523,4103,5000.0,72.2,,1,1,0
508568,4012,1600.0,-13.2,,0,1,0
508573,4004,1600.0,100.0,,1,1,0
508581,4015,1967.0,-71.2,,1,0,0
508584,3805,2554.0,20.8,4.0,0,1,1
508586,4018,3740.0,-35.0,,0,1,0
508587,4103,13316.0,52.0,,1,1,0
508634,3703,16800.0,57.5,,0,1,0
508673,3805,1280.0,62.8,,0,1,0
508697,4001,2500.0,34.6,,0,1,0
508778,4017,2633.0,45.6,,0,1,0
508802,3901,6000.0,21.7,,0,1,0
508831,3901,6000.0,51.7,,0,1,0
508903,4108,2000.0,47.7,,0,1,0
508909,4106,7972.0,60.0,,0,1,0
508920,4014,2100.0,45.6,,0,1,0
508927,3810,9067.0,33.9,,1,1,0
508965,4017,1880.0,-40.8,,0,1,0
508986,3807,6025.0,36.1,,1,1,0
509005,3707,4942.0,-11.3,,0,1,0
509056,4009,2200.0,-1.1,,0,1,0
509175,4016,2500.0,6.7,,0,1,0
509176,4015,10165.0,100.0,,1,0,0
509201,3803,2500.0,-6.7,,0,1,0
509209,4002,2500.0,100.0,,1,1,0
509217,4104,2118.0,50.0,,0,1,0
509232,4106,4000.0,74.4,,1,1,0
509332,4103,3000.0,60.0,,0,1,0
509335,4003,1575.0,50.6,,0,1,0
509378,3808,43634.0,93.4,,0,1,0
509408,4109,5000.0,100.0,,0,1,0
509415,3803,12989.0,-2.3,,0,1,0
509430,3803,1249.0,52.3,,0,1,0
509435,4006,16280.0,-85.0,,0,1,0
509448,3709,2280.0,20.0,,1,1,0
509453,4112,2430.0,24.4,,0,1,0
509513,4015,6028.0,68.8,,0,1,0
509534,3807,1925.0,58.7,,0,1,0
509541,3803,1440.0,34.3,,0,1,0
509543,4108,2900.0,-15.6,,0,1,0
509566,4017,3300.0,32.8,,0,1,0
509577,3903,3025.0,-1.7,,0,1,0
509603,4106,2600.0,38.9,,0,1,0
509624,4018,2570.0,28.8,,0,1,0
509634,4001,1015.0,8.8,,0,1,0
509640,3809,2530.0,-13.4,,0,1,0
509641,3810,2500.0,28.2,,0,1,0
509651,4017,1650.0,32.6,,0,1,0
509707,4105,4000.0,48.0,,0,1,0
509720,4104,4000.0,50.0,,0,1,0
509789,4004,5000.0,31.7,,0,1,0
509806,4014,3205.0,46.4,,0,1,0
509822,4015,3556.0,86.3,,1,1,0
509871,4005,8800.0,-32.0,,1,0,0
510031,4003,1667.0,37.0,,0,1,0
510033,4016,3440.0,60.0,,0,1,0
510039,4105,2850.0,46.7,,0,1,0
510158,4112,6400.0,78.3,,1,0,0
510238,4103,6000.0,65.0,,0,1,0
510240,4111,3600.0,100.0,,1,0,0
510285,4012,3000.0,27.4,,0,1,0
510309,4014,2037.0,53.1,,0,1,0
510387,4006,1925.0,52.5,,0,1,0
510403,3807,2508.0,58.7,,0,1,0
510405,4105,3000.0,-20.0,,0,1,0
510411,4103,5000.0,41.7,,1,1,0
510512,4104,5288.0,32.0,,1,1,0
510571,4013,2500.0,-62.2,,0,1,0
510621,3903,23801.0,48.3,,1,1,0
510631,4110,2500.0,100.0,,1,1,0
510667,3707,2500.0,100.0,,1,1,0
510693,4107,2000.0,39.2,,0,1,0
510709,4101,4048.0,24.8,,0,1,0
510712,4017,3000.0,57.6,,0,1,0
510719,4002,2500.0,29.6,,0,1,0
510735,4103,6600.0,100.0,,1,1,0
510776,4103,4142.0,34.0,,0,1,0
510862,4009,2300.0,60.8,,0,1,0
510896,4018,3940.0,37.6,,0,1,0
510904,4016,2500.0,62.2,,0,1,0
510919,4002,1488.0,46.9,,0,1,0
510926,3710,2022.0,14.4,,1,0,0
510934,4014,2003.0,27.2,,0,1,0
510953,3707,3125.0,81.9,,0,1,0
510977,4103,9576.0,77.8,,1,1,0
510992,4016,4000.0,44.0,,0,1,0
511007,4103,15030.0,30.0,,0,1,0
511026,4103,7800.0,26.0,,0,1,0
511042,4016,3000.0,38.3,,1,1,0
511048,4103,6400.0,64.0,,1,1,0
511068,4003,1625.0,10.0,,0,1,0
511096,3802,1499.0,39.5,8.0,0,1,1
511100,3803,1615.0,38.7,,0,1,0
511149,4012,2003.0,100.0,,1,1,0
511152,4001,1600.0,-25.0,,0,1,0
511156,4105,4000.0,0.0,,1,0,0
511198,3807,2500.0,57.9,,0,1,0
511201,4101,2700.0,45.7,,0,1,0
511221,4006,1823.0,-58.8,,0,1,0
511271,4112,3000.0,28.3,,0,1,0
511287,3902,6800.0,72.0,,0,1,0
511323,4004,1717.0,51.0,,0,1,0
511338,4111,6000.0,24.0,,0,1,0
511402,4104,4000.0,53.3,,1,0,0
511418,3705,6937.0,75.9,,0,1,0
511473,3901,8500.0,65.0,,0,1,0
511477,4006,2017.0,100.0,,1,1,0
511498,4014,5000.0,61.6,,0,1,0
511515,4106,13308.0,54.0,,1,1,0
511545,4111,2027.0,48.0,,0,1,0
511565,4014,2504.0,62.1,,0,1,0
511583,4110,2500.0,72.0,,1,1,0
511604,3806,1686.0,24.1,,0,1,0
511638,3806,7663.0,45.4,,1,1,0
511678,4103,4100.0,51.7,,1,0,0
511689,3803,1716.0,43.5,,0,1,0
511745,4015,1882.0,57.2,,0,1,0
511798,4105,4275.0,53.3,,0,1,0
511804,4017,2683.0,-32.2,,0,1,0
511824,4011,2000.0,100.0,,1,1,0
511901,4014,2529.0,57.6,,0,1,0
511919,4004,5400.0,68.8,,1,1,0
511936,4105,4100.0,15.0,,0,1,0
511943,4002,2500.0,28.4,,0,1,0
511996,3901,10946.0,83.3,,0,1,0
512015,4114,4000.0,31.7,,0,1,0
512040,4002,2500.0,13.6,6.0,0,1,1
512051,3701,4000.0,22.0,,0,1,0
512075,4108,1900.0,75.0,,0,1,0
512076,4103,2500.0,71.0,,1,1,0
512078,4108,2200.0,16.7,,0,1,0
512142,4104,4000.0,34.0,,0,1,0
512190,4108,4000.0,16.0,,0,1,0
512266,4103,4171.0,40.0,,0,1,0
512277,4017,5000.0,50.0,,1,1,0
512311,4013,2904.0,80.7,,0,1,0
512318,4105,4000.0,70.0,,0,1,0
512354,4014,4329.0,60.5,,1,0,0
512373,4005,2200.0,59.7,,0,1,0
512391,4111,5000.0,42.4,,0,1,0
512395,4114,2734.0,43.3,,0,1,0
512398,4005,2325.0,45.0,,0,1,0
512414,4002,5000.0,0.0,,0,1,0
512428,4113,4000.0,-16.0,,0,1,0
512434,3903,2439.0,8.0,,0,1,0
512443,3903,3600.0,35.0,,0,1,0
512464,4103,3000.0,37.8,,0,1,0
512512,4015,5625.0,85.5,,1,1,0
512513,4015,3500.0,40.0,,0,1,0
512564,4001,1240.0,47.7,,0,1,0
512586,3801,1499.0,63.7,,0,1,0
512611,4108,2584.0,8.9,,0,1,0
512641,4017,2400.0,10.4,,0,1,0
512708,3705,2756.0,100.0,,1,1,0
512728,4001,2500.0,53.1,,1,1,0
512736,4018,2021.0,-42.4,,0,1,0
512756,4010,3126.0,74.9,,1,1,0
512776,4002,1875.0,9.5,7.0,0,1,1
512798,3810,1943.0,-27.2,,0,1,0
512839,4001,2500.0,17.7,,0,1,0
512842,3810,2160.0,49.9,,0,1,0
512864,3807,3477.0,100.0,,1,1,0
512875,4014,2504.0,47.3,,0,1,0
512877,3902,4000.0,11.7,,0,1,0
512886,4004,2500.0,61.3,,0,1,0
512928,4101,5374.0,4.9,14.0,1,0,1
512954,4006,33900.0,72.7,,1,1,0
512977,4103,4000.0,60.0,,0,1,0
513023,3901,14640.0,66.7,,1,1,0
513057,3901,10000.0,8.3,,0,1,0
513059,4114,7671.0,62.1,,0,1,0
513072,4001,7452.0,100.0,,1,1,0
513077,4002,2500.0,100.0,,1,0,0
513105,4101,1980.0,46.4,,0,1,0
513107,4003,1640.0,-46.5,,0,1,0
513110,4101,3529.0,75.0,,1,1,0
513112,4001,8300.0,76.5,,0,1,0
513115,4109,15000.0,72.0,,1,1,0
513119,4004,2500.0,10.0,,0,1,0
513154,4002,2500.0,100.0,,1,1,0
513176,4003,1800.0,0.0,,0,1,0
513178,3902,2400.0,-10.0,,0,1,0
513218,4012,10017.0,50.0,,1,1,0
513233,4001,1897.0,-20.3,,0,1,0
513280,4003,10000.0,49.8,,1,1,0
513314,4001,1875.0,42.0,,0,1,0
513388,4103,4100.0,36.7,,0,1,0
513400,4106,2492.0,42.2,,0,1,0
513427,3802,12196.0,66.7,,0,1,0
513434,4102,3400.0,77.5,,0,1,0
513484,4103,2200.0,14.4,,0,1,0
513497,4103,10670.0,15.5,,0,1,0
513506,3708,4109.0,100.0,,1,0,0
513538,4013,3000.0,-7.8,,0,1,0
513547,4105,5000.0,56.0,,0,1,0
513563,4103,3500.0,40.0,,0,1,0
513579,3705,4594.0,0.0,,0,1,0
513727,3803,1699.0,50.6,,0,1,0
513747,4009,12473.0,66.7,,1,0,0
513753,4016,3550.0,1.5,,0,1,0
513755,3810,14020.0,96.4,,0,1,0
513810,4001,2119.0,-26.7,4.0,0,1,1
513811,4002,2500.0,7.4,5.0,0,1,1
513866,4112,3000.0,32.2,10.0,1,1,1
513932,4106,3000.0,28.3,,0,1,0
513942,4012,2003.0,38.3,,0,1,0
513965,3810,1138.0,-31.7,,0,1,0
513980,4002,6325.0,100.0,,1,1,0
513986,4103,5075.0,71.1,,0,1,0
514003,4016,2667.0,11.7,,0,1,0
514007,4014,1500.0,60.9,,1,1,0
514031,3810,3250.0,16.3,11.0,0,1,1
514054,4002,2500.0,100.0,,1,1,0
514072,4108,3135.0,43.3,,0,1,0
514095,4007,1667.0,100.0,,1,1,0
514096,4108,2500.0,13.3,,0,1,0
514103,4007,1626.0,100.0,,1,1,0
514149,4001,2500.0,67.9,,0,1,0
514159,3903,3325.0,55.0,,0,1,0
514202,4006,4300.0,8.2,,0,1,0
514208,3702,4650.0,45.3,,0,1,0
514261,3807,43313.0,7.9,,0,1,0
514294,4003,1667.0,37.4,,0,1,0
514413,4109,2500.0,64.8,,1,1,0
514420,4103,1980.0,69.5,,1,1,0
514423,4002,1950.0,14.4,,0,1,0
514425,4101,32500.0,-36.8,,0,1,0
514446,4104,6000.0,46.0,,0,1,0
514479,4106,2124.0,8.9,,0,1,0
514483,4106,6000.0,100.0,,1,0,0
514492,4103,5601.0,8.0,,1,1,0
514498,4104,4000.0,31.7,,1,1,0
514522,4103,4400.0,8.0,,0,1,0
514570,4111,2500.0,63.2,,1,1,0
514580,3902,3500.0,3.3,,1,0,0
514602,4003,1700.0,42.0,,0,1,0
514620,3810,1082.0,68.3,,0,1,0
514660,4015,4700.0,30.0,,0,1,0
514672,3803,1682.0,66.5,,0,1,0
514699,4016,5000.0,38.3,,0,1,0
514707,3710,4983.0,31.7,9.0,0,1,1
514713,4007,25247.0,100.0,,1,1,0
514730,3903,12125.0,61.7,,1,1,0
514731,4013,7200.0,81.0,,0,1,0
514747,4105,3742.0,100.0,,0,1,0
514786,4014,3005.0,43.2,,1,1,0
514818,4014,1853.0,20.8,,0,1,0
514832,4007,1500.0,56.8,,0,1,0
514921,3901,10000.0,38.3,,0,1,0
514922,4110,1729.0,-58.9,,0,1,0
514940,3902,3600.0,-6.7,,0,1,0
515016,3810,5542.0,30.8,,0,1,0
515045,3902,4000.0,53.3,,0,1,0
515070,4008,1800.0,100.0,,1,1,0
515102,4002,2200.0,60.9,,0,1,0
515151,4112,4500.0,65.0,,0,1,0
515176,3803,1716.0,35.5,,0,1,0
515196,4105,4000.0,60.0,,0,1,0
515236,4016,4000.0,52.0,,1,1,0
515292,4006,2520.0,18.9,,0,1,0
515302,4003,1457.0,4.5,,0,1,0
515310,4009,4833.0,26.0,,0,1,0
515322,4103,4000.0,55.6,,1,1,0
515334,4103,4200.0,65.0,,0,1,0
515335,4109,5123.0,85.4,,1,1,0
515361,3803,1665.0,40.7,8.0,0,1,1
515363,4001,2500.0,100.0,,1,1,0
515386,3807,3160.0,46.3,,0,1,0
515401,3709,3530.0,56.8,,0,1,0
515470,4107,2000.0,22.0,,0,1,0
515528,4112,5613.0,77.6,,0,1,0
515646,4110,2300.0,2.2,,0,1,0
515681,4105,4500.0,50.0,,0,1,0
515752,3807,5450.0,17.9,,0,1,0
515757,4002,4130.0,22.2,,0,1,0
515840,3903,4700.0,58.3,,0,1,0
515863,4004,1750.0,29.6,,0,1,0
515868,4013,5000.0,30.0,,0,1,0
515909,4017,2000.0,50.4,,0,1,0
515937,4004,2500.0,-10.0,8.0,0,1,1
515952,4007,3033.0,33.3,,0,1,0
515964,4113,4400.0,16.0,,1,1,0
515973,3902,2120.0,-1.7,,0,1,0
516012,4017,4000.0,43.3,,0,1,0
516023,4112,2045.0,15.2,,0,1,0
516072,4112,12864.0,100.0,,1,1,0
516127,4002,2600.0,14.8,6.0,0,1,1
516132,3901,5500.0,50.0,,0,1,0
516162,4017,2000.0,33.3,,0,1,0
516208,4113,6000.0,26.7,,1,1,0
516215,3708,15400.0,17.9,63.0,0,1,1
516229,3903,7320.0,36.0,,0,1,0
516249,4112,3675.0,50.0,,0,1,0
516253,3803,2523.0,100.0,,1,1,0
516272,4104,5000.0,43.3,,0,1,0
516294,4103,3000.0,100.0,,1,0,0
516349,4110,2017.0,-31.9,,0,1,0
516359,4017,2500.0,20.8,,0,1,0
516389,3705,5000.0,-11.3,20.0,0,1,1
516395,4105,4000.0,61.7,,0,1,0
516435,4002,2500.0,13.6,6.0,0,1,1
516445,4105,5000.0,65.0,,0,1,0
516452,4103,4750.0,57.8,,1,1,0
516497,4011,2000.0,11.1,,0,1,0
516505,4014,1900.0,26.7,,0,1,0
516534,4017,1800.0,20.8,,0,1,0
516563,4109,5000.0,33.3,,1,1,0
516607,4105,4000.0,32.0,,0,1,0
516630,4113,2342.0,1.7,,0,1,0
516645,4001,2500.0,60.5,,0,1,0
516654,4005,1600.0,-8.3,6.0,0,1,1
516714,4108,2322.0,-28.3,,0,1,0
516730,3809,2164.0,-54.4,13.0,0,1,1
516750,3804,1716.0,49.5,,0,1,0
516773,3702,5000.0,89.3,,0,1,0
516871,4002,8133.0,-29.0,,0,1,0
516892,3804,3759.0,100.0,,1,1,0
516893,3702,37600.0,73.0,,0,1,0
516901,4113,6000.0,40.0,,1,1,0
516902,3804,4361.0,98.5,,1,1,0
516948,4105,12370.0,65.0,,1,1,0
516959,3807,9200.0,-10.2,,0,1,0
516978,4014,6660.0,100.0,,0,1,0
517012,4109,21372.0,100.0,,1,1,0
517033,4001,4164.0,64.5,,1,1,0
517057,4112,4320.0,63.3,,0,1,0
517076,4106,2500.0,20.0,,0,1,0
517192,4106,5373.0,54.0,,0,1,0
517214,4006,2500.0,23.5,,0,1,0
517231,4010,4000.0,63.0,,0,1,0
517243,3709,1352.0,11.2,,0,1,0
517248,4006,1333.0,100.0,,0,1,0
517283,4016,3350.0,-39.2,,1,0,0
517310,4001,4737.0,50.0,,0,1,0
517329,4105,4000.0,46.0,,0,1,0
517366,4009,2350.0,-96.0,,0,1,0
517395,4104,5207.0,16.0,,1,1,0
517404,4012,2003.0,34.6,,0,1,0
517425,4112,5166.0,53.3,,1,1,0
517440,3807,1600.0,70.0,,0,1,0
517442,3903,10000.0,63.3,,0,1,0
517444,4008,2740.0,100.0,,1,1,0
517527,3702,2375.0,7.8,,1,1,0
517540,3804,2125.0,100.0,,0,1,0
517544,4014,3000.0,52.8,,0,1,0
517549,4008,1500.0,100.0,,0,1,0
517564,4008,18800.0,100.0,,1,1,0
517570,3703,2021.0,41.1,,0,1,0
517575,3704,5200.0,100.0,,0,1,0
517577,4002,2325.0,100.0,,1,1,0
517581,3903,2000.0,-11.7,,0,1,0
517627,4109,2000.0,12.0,,0,1,0
517648,4002,2000.0,17.7,,0,1,0
517683,4101,1407.0,69.5,,1,1,0
517685,4015,4820.0,43.1,,1,1,0
517710,4001,2500.0,17.5,2.0,0,1,1
517759,4009,6000.0,1.7,,0,1,0
517764,4003,21131.0,-25.0,,0,1,0
517790,4101,1728.0,61.7,,1,1,0
517838,3901,13516.0,74.0,,0,1,0
517851,4003,1440.0,0.0,,0,1,0
517883,4106,4000.0,26.0,,0,1,0
517968,3806,3405.0,2.7,5.0,0,1,1
517979,4004,2500.0,62.5,12.0,0,1,1
518005,3807,4115.0,100.0,,0,1,0
518034,4016,4000.0,65.6,,1,1,0
518067,4014,5300.0,50.4,,0,1,0
518070,4102,19285.0,-96.7,,0,1,0
518079,3807,2029.0,-5.2,,0,1,0
518082,3903,2500.0,6.7,,1,1,0
518143,4016,2400.0,13.6,,0,1,0
518190,4103,3689.0,44.4,,0,1,0
518235,4016,4000.0,52.0,,0,1,0
518291,4003,2080.0,25.0,,0,1,0
518302,4006,1890.0,100.0,,0,1,0
518363,4110,3037.0,18.4,,1,0,0
518401,4011,14535.0,4.0,,0,1,0
518428,4001,3925.0,-2.9,6.0,1,0,1
518441,3803,1599.0,100.0,,1,1,0
518450,4004,2529.0,100.0,,1,1,0
518462,4008,1800.0,100.0,,1,1,0
518501,4012,1638.0,44.4,,0,1,0
518573,4112,6000.0,66.7,,1,0,0
518585,4007,1218.0,100.0,,1,1,0
518594,4104,6390.0,36.0,,0,1,0
518595,4112,5010.0,75.0,,1,1,0
518615,4001,4728.0,41.2,,0,1,0
518627,3902,6825.0,53.3,,0,1,0
518644,4004,17000.0,-76.5,,0,1,0
518660,3704,2310.0,100.0,,0,1,0
518661,3903,4950.0,100.0,,1,1,0
518675,4018,4234.0,69.6,,1,1,0
518676,3806,2417.0,54.9,,0,1,0
518680,4002,2300.0,71.8,,0,1,0
518684,4106,4000.0,-25.6,,0,1,0
518690,4005,1350.0,3.5,,0,1,0
518780,4018,3867.0,100.0,,0,1,0
518803,4107,4000.0,22.4,,0,1,0
518805,4012,8000.0,-25.5,34.0,0,1,1
518829,3901,6000.0,100.0,,1,1,0
518853,4104,5250.0,24.0,,0,1,0
518957,4106,4000.0,26.0,,0,1,0
518986,4016,3500.0,-5.6,,0,1,0
519014,3807,2469.0,32.3,,0,1,0
519018,4112,1900.0,11.7,,0,1,0
519048,4001,6300.0,68.0,,1,1,0
519087,4101,2500.0,50.0,,0,1,0
519088,4109,7500.0,-3.5,,0,1,0
519095,3703,2500.0,100.0,,1,1,0
519114,4106,11880.0,64.0,,0,1,0
519157,3808,2625.0,72.8,,1,1,0
519174,4003,2667.0,7.0,6.0,0,1,1
519177,3703,2795.0,-95.0,,1,0,0
519190,4104,13500.0,68.0,,1,1,0
519201,3707,2500.0,100.0,,1,1,0
519203,4103,3500.0,100.0,3.0,1,1,1
519206,3805,4172.0,21.8,,0,1,0
519246,4012,10000.0,7.9,,0,1,0
519250,3809,2581.0,31.5,16.0,0,1,1
519292,4006,2000.0,47.3,,0,1,0
519294,4002,2550.0,100.0,,1,1,0
519321,4005,20000.0,95.0,,1,0,0
