,puma,LotArea_07,availFAR_perc_07,st_2007,recent_built,recent_alter,is_st,has_disappered,has_lotincreased,has_merged
781591,4104,5000.0,36.7,,1,1,0,0,0,0
781658,3706,5085.0,82.3,12.0,0,0,1,1,0,1
781730,4110,6792.0,0.0,,0,0,0,1,0,1
781811,nan,3628.0,3.3,,1,0,0,0,0,0
781853,4103,6000.0,32.0,,1,1,0,0,0,0
781854,3709,2575.0,100.0,,1,1,0,0,0,0
781903,4005,1900.0,-14.0,,0,0,0,1,0,1
781966,nan,4100.0,100.0,,0,0,0,1,0,1
782016,4014,3000.0,29.0,,1,1,0,0,0,0
782111,4101,2880.0,100.0,,0,0,0,1,0,1
782138,4112,7000.0,100.0,,0,0,0,0,1,1
782153,4002,2288.0,100.0,,1,1,0,0,0,0
782173,nan,8605.0,-30.2,,0,0,0,1,0,1
782215,4104,7500.0,48.3,,1,1,0,0,0,0
782263,3709,12364.0,100.0,,0,0,0,1,0,1
782278,nan,4000.0,-47.0,,0,0,0,0,1,1
782314,3901,8976.0,78.3,,1,1,0,0,0,0
782327,4001,2500.0,100.0,,1,1,0,0,0,0
782356,4103,4000.0,66.7,,1,1,0,0,0,0
782377,4008,1615.0,-82.4,,0,0,0,0,1,1
782421,4002,2500.0,100.0,,0,1,0,1,0,1
782480,3903,1372.0,0.0,,0,0,0,1,0,1
782482,4004,975.0,81.4,,0,0,0,1,0,1
782550,4114,2799.0,-5.6,,0,0,0,1,0,1
782613,4113,2031.0,-32.8,,1,0,0,0,0,0
782664,nan,3850.0,-75.0,,1,0,0,0,0,0
782736,4109,5000.0,66.4,,0,0,0,0,1,1
782777,4103,10560.0,34.0,,1,1,0,0,0,0
782780,nan,36500.0,100.0,,0,0,0,1,0,1
782830,nan,3770.0,100.0,,0,0,0,1,0,1
782855,4015,3250.0,12.0,,0,0,0,1,0,1
782860,3807,2510.0,100.0,,0,0,0,1,0,1
782992,3807,2247.0,33.8,,0,0,0,1,0,1
783005,4016,2000.0,-6.7,,1,1,0,0,0,0
783007,4003,2500.0,100.0,,0,1,0,1,0,1
783028,4018,1600.0,-60.5,,0,0,0,1,0,1
783043,3701,6242.0,89.7,,1,1,0,0,1,1
783050,4005,2133.0,-27.5,6.0,0,0,1,1,0,1
783054,3805,2510.0,68.1,2.0,0,1,1,1,0,1
783184,4103,4000.0,54.4,,1,0,0,0,0,0
783216,3807,17214.0,-36.8,,0,0,0,1,0,1
783228,4017,3986.0,100.0,,1,1,0,0,0,0
783246,3901,5734.0,-16.7,,1,0,0,0,0,0
783290,4002,2650.0,100.0,,1,1,0,0,0,0
783294,nan,1295.0,100.0,,0,0,0,1,0,1
783309,4113,2640.0,11.7,,0,0,0,1,0,1
783312,nan,1000.0,100.0,,0,0,0,1,0,1
783375,3705,3742.0,100.0,,0,0,0,1,0,1
783386,3901,5850.0,66.0,,1,1,0,0,0,0
783409,nan,11000.0,100.0,,0,0,0,1,0,1
783429,nan,4000.0,100.0,,0,0,0,1,0,1
783431,3804,2523.0,8.3,,0,0,0,1,0,1
783448,3804,2523.0,51.5,,0,1,0,1,0,1
783463,3901,5000.0,56.7,,0,0,0,0,1,1
783478,nan,4091.0,50.6,,0,0,0,1,0,1
783494,4003,2183.0,55.1,,0,0,0,1,0,1
783545,3810,3510.0,7.6,,0,0,0,1,0,1
783557,4015,3332.0,91.2,,0,1,0,0,1,1
783605,3705,2500.0,54.1,,1,0,0,0,0,0
783612,3803,19174.0,100.0,,0,0,0,1,0,1
783645,4102,2775.0,100.0,,1,1,0,0,0,0
783652,4103,5588.0,36.0,,1,1,0,0,0,0
783678,4004,50025.0,52.1,,1,1,0,0,0,0
783705,3901,9828.0,100.0,,0,0,0,0,1,1
783768,4003,3654.0,36.3,,0,0,0,1,0,1
783809,4002,1400.0,100.0,,0,0,0,1,0,1
783834,nan,2875.0,100.0,,1,0,0,0,0,0
783914,3809,2648.0,100.0,,0,0,0,1,0,1
783921,4006,2000.0,100.0,,1,1,0,0,0,0
783956,nan,2915.0,100.0,,1,1,0,0,0,0
783964,nan,6650.0,-54.0,,1,1,0,0,0,0
783992,nan,5175.0,100.0,,0,0,0,1,0,1
784052,3804,1998.0,57.3,,0,0,0,1,0,1
784117,4103,5000.0,60.0,,1,1,0,0,0,0
784185,4012,9517.0,61.0,,0,0,0,1,0,1
784345,4112,3125.0,100.0,,1,1,0,0,0,0
784389,3810,3877.0,34.8,,0,1,0,1,0,1
784392,4103,5000.0,75.6,,1,1,0,0,0,0
784452,nan,2883.0,-11.2,,0,0,0,1,0,1
784462,4014,2000.0,32.1,,0,1,0,1,0,1
784504,nan,2933.0,100.0,,1,1,0,0,0,0
784547,4112,2500.0,100.0,,0,0,0,1,0,1
784549,4106,4000.0,40.0,,1,1,0,0,0,0
784686,4006,1013.0,100.0,,1,1,0,0,0,0
784706,4014,4007.0,100.0,,1,1,0,0,0,0
784707,4114,21250.0,95.0,,0,0,0,0,1,1
784722,4105,2000.0,-58.3,,0,0,0,0,1,1
784746,3902,3800.0,80.0,,1,1,0,0,0,0
784757,4004,1506.0,83.2,,0,0,0,1,0,1
784805,4104,5000.0,63.3,,1,1,0,0,0,0
784809,4004,2500.0,91.7,,0,0,0,1,0,1
784813,nan,3150.0,25.6,,1,1,0,0,0,0
785066,nan,2125.0,20.0,,0,0,0,1,0,1
785158,4102,403.0,100.0,,0,1,0,1,0,1
785167,4008,1950.0,100.0,,1,1,0,0,0,0
785186,nan,9350.0,100.0,,1,1,0,0,0,0
785195,4007,12580.0,87.0,,1,1,0,0,0,0
785239,4004,7000.0,-94.7,,0,0,0,1,0,1
785322,4014,2504.0,54.7,,0,0,0,1,0,1
785325,4018,2000.0,100.0,,1,1,0,0,0,0
785365,4112,3340.0,100.0,,1,1,0,0,0,0
785434,4008,45300.0,100.0,,1,1,0,0,0,0
785447,3805,3816.0,100.0,,0,0,0,1,0,1
785483,3901,5000.0,66.0,,1,1,0,0,0,0
785502,3902,8400.0,35.0,,1,1,0,0,1,1
785552,3809,3266.0,100.0,,1,1,0,0,0,0
785598,4002,2250.0,100.0,,1,1,0,0,0,0
785671,3810,2492.0,25.6,9.0,0,0,1,0,1,1
785681,3901,1380.0,100.0,,0,0,0,1,0,1
785715,4005,2000.0,44.4,,0,0,0,1,0,1
785739,4008,2000.0,-5.6,,0,0,0,0,1,1
785746,4014,2538.0,58.0,,0,0,0,1,0,1
785757,nan,1171.0,100.0,,0,0,0,1,0,1
785763,4007,3013.0,58.0,,1,1,0,0,0,0
785873,3803,2531.0,100.0,,0,1,0,1,0,1
785885,3803,10092.0,86.6,,0,0,0,0,1,1
785909,3902,5000.0,100.0,,0,1,0,1,0,1
785935,4106,3960.0,86.0,,0,0,0,1,0,1
785959,4110,12000.0,76.7,,1,1,0,0,0,0
785980,4004,2500.0,-43.2,,0,0,0,1,0,1
786002,nan,2067.0,100.0,,0,1,0,1,0,1
786019,4001,6169.0,73.5,,0,1,0,1,0,1
786050,4101,1900.0,100.0,,1,1,0,0,0,0
786087,nan,2375.0,100.0,,0,0,0,1,0,1
786117,3705,1497.0,100.0,,1,1,0,0,0,0
786250,4004,1291.0,100.0,,1,1,0,0,0,0
786257,4010,13165.0,99.0,,1,1,0,0,0,0
786258,4001,11400.0,100.0,,0,1,0,1,0,1
786263,nan,2500.0,100.0,,1,1,0,0,0,0
786367,nan,1555.0,-20.8,,1,0,0,0,0,0
786383,4013,6560.0,41.1,,1,1,0,0,0,0
786401,nan,6000.0,100.0,,0,0,0,1,0,1
786481,4007,7500.0,100.0,,1,1,0,0,0,0
786503,nan,1764.0,100.0,,0,0,0,1,0,1
786572,4012,2504.0,100.0,,1,1,0,0,0,0
786602,nan,2392.0,58.0,,0,0,0,1,0,1
786622,3805,1277.0,74.6,,0,0,0,1,0,1
786700,4017,4833.0,28.8,,0,1,0,1,0,1
786703,4002,1600.0,-2.9,,0,1,0,0,1,1
786713,nan,4500.0,100.0,,1,1,0,0,0,0
786740,3802,2200.0,66.7,,0,0,0,1,0,1
786766,nan,5575.0,100.0,,1,1,0,0,0,0
786789,4103,2500.0,79.8,,1,1,0,0,0,0
786790,4003,2500.0,-28.4,,0,0,0,1,0,1
786800,4103,4000.0,82.2,,1,1,0,0,0,0
786832,3705,5167.0,100.0,,0,0,0,1,0,1
786842,4014,4000.0,-39.2,,1,0,0,0,0,0
786879,3809,6240.0,-28.5,,0,0,0,0,1,1
786895,4101,2500.0,77.3,,0,0,0,1,0,1
786896,4102,3897.0,38.3,,1,1,0,0,0,0
786901,3810,2732.0,40.7,,0,0,0,1,0,1
786949,4016,2850.0,100.0,,0,0,0,1,0,1
787024,4001,6200.0,-57.5,,0,0,0,1,0,1
787085,4101,2479.0,100.0,,1,1,0,0,1,1
787152,4001,2700.0,100.0,8.0,1,1,1,0,0,0
787166,4015,10000.0,85.6,,1,1,0,0,0,0
787217,4005,1524.0,40.3,,0,0,0,1,0,1
787281,4003,4000.0,100.0,,1,1,0,0,0,0
787300,4006,1800.0,-41.5,,0,0,0,1,0,1
787351,3704,5000.0,53.3,,0,1,0,1,0,1
787353,4101,7125.0,-21.0,,1,1,0,0,0,0
787361,3810,2349.0,100.0,,0,1,0,1,0,1
787374,4016,3700.0,100.0,,0,0,0,1,0,1
787418,4005,1600.0,100.0,,1,1,0,0,1,1
787421,nan,2700.0,-73.3,,1,0,0,0,0,0
787549,4113,6695.0,73.3,,1,1,0,0,0,0
787606,3803,2425.0,100.0,,1,1,0,0,1,1
787738,4009,4817.0,-8.0,,1,1,0,0,0,0
787832,4114,1771.0,-35.2,,0,0,0,1,0,1
787842,nan,4100.0,100.0,,0,0,0,1,0,1
787881,4102,3000.0,75.3,,1,1,0,0,1,1
787891,4103,2461.0,25.6,,1,1,0,0,0,0
787931,4002,44950.0,52.3,,1,1,0,0,0,0
788030,4018,1350.0,100.0,,0,0,0,1,0,1
788033,4002,2500.0,58.8,,1,1,0,0,0,0
788138,4003,1984.0,100.0,,1,1,0,0,1,1
788144,3901,8000.0,100.0,,1,1,0,0,0,0
788173,4101,7700.0,75.7,,1,1,0,0,0,0
788215,nan,1800.0,-60.0,,1,0,0,0,0,0
788222,3901,4000.0,-6.7,,0,0,0,0,1,1
788223,3804,4946.0,-4.4,,0,0,0,0,1,1
788316,4102,4132.0,75.7,,0,0,0,0,1,1
788342,4006,1667.0,25.0,,1,0,0,0,0,0
788355,3804,2775.0,100.0,,0,0,0,1,0,1
788361,4009,2436.0,100.0,,0,0,0,0,1,1
788366,4007,2100.0,100.0,,0,0,0,1,0,1
788473,nan,1500.0,-20.6,,0,0,0,1,0,1
788525,nan,9375.0,100.0,,0,0,0,1,0,1
788554,3903,3400.0,80.0,,1,1,0,0,0,0
788590,3902,3277.0,73.3,,1,1,0,0,0,0
788602,4003,2500.0,100.0,,0,0,0,1,0,1
788610,nan,2956.0,-15.0,,1,0,0,0,0,0
788622,4016,5000.0,72.0,,0,0,0,0,1,1
788639,3902,3000.0,76.7,,1,1,0,0,0,0
788644,3807,2173.0,77.0,,0,0,0,1,0,1
788645,4105,6000.0,100.0,,0,0,0,1,0,1
788676,nan,2550.0,100.0,,1,1,0,0,0,0
789008,4103,8880.0,46.0,,1,1,0,0,0,0
789042,nan,2025.0,100.0,,0,0,0,1,0,1
789056,4012,2003.0,39.5,,1,1,0,0,0,0
789057,3710,5000.0,81.1,,1,1,0,0,0,0
789148,3901,4940.0,100.0,,0,0,0,1,0,1
789242,3806,17588.0,-89.9,35.0,0,0,1,1,0,1
789255,4109,1617.0,93.4,,0,0,0,0,1,1
789276,4006,2679.0,72.4,,0,1,0,1,0,1
789298,3803,3784.0,100.0,,1,1,0,0,1,1
789305,4006,1340.0,100.0,,0,0,0,1,0,1
789334,4101,2521.0,38.7,,0,1,0,1,0,1
789534,4107,2500.0,63.3,,0,1,0,1,0,1
789565,3902,33120.0,100.0,,1,1,0,0,0,0
789567,3708,58400.0,41.7,,0,0,0,0,1,1
789577,nan,64960.0,100.0,,0,0,0,1,0,1
789592,4001,2441.0,52.7,,0,1,0,1,0,1
789607,3901,7350.0,58.3,,1,1,0,0,0,0
789616,4002,2325.0,79.8,,1,1,0,0,0,0
789657,4018,4000.0,52.0,,0,0,0,0,1,1
789680,3804,1324.0,65.8,,0,0,0,0,1,1
789694,3805,2350.0,63.9,,0,1,0,1,0,1
789782,3810,39401.0,63.1,,1,1,0,0,0,0
789825,4011,3780.0,-80.2,,1,0,0,0,0,0
789873,4014,7300.0,43.2,,0,0,0,1,0,1
789980,3802,3938.0,100.0,,1,1,0,0,0,0
790015,4005,2000.0,100.0,,0,0,0,0,1,1
790022,nan,46084.0,100.0,,0,0,0,0,1,1
790040,3807,1840.0,50.2,,0,0,0,1,0,1
790186,nan,2000.0,100.0,,1,1,0,0,1,1
790213,nan,6480.0,100.0,,1,1,0,0,1,1
790272,4018,2000.0,92.0,,1,1,0,0,0,0
790277,3702,2585.0,96.7,,0,0,0,1,0,1
790288,nan,1911.0,3.7,,0,1,0,1,0,1
790325,nan,5842.0,100.0,,1,1,0,0,0,0
790331,4106,4320.0,48.9,,1,1,0,0,0,0
790356,4107,2660.0,100.0,,1,1,0,0,0,0
790357,4016,10260.0,67.8,,1,1,0,0,1,1
790363,3708,3238.0,100.0,,0,0,0,1,0,1
790367,3709,2500.0,-70.0,,0,0,0,0,1,1
790389,4006,1333.0,100.0,,1,1,0,0,0,0
790455,4113,4054.0,100.0,,0,0,0,1,0,1
790466,4107,5000.0,57.6,,1,1,0,0,0,0
790569,3807,8690.0,80.0,,1,1,0,0,0,0
790742,nan,6420.0,100.0,,0,0,0,1,0,1
790771,4004,2000.0,100.0,,1,1,0,0,0,0
790793,4018,3733.0,-39.2,,0,0,0,1,0,1
790816,4002,1900.0,5.3,,1,0,0,0,0,0
790819,4001,747.0,100.0,,0,0,0,1,0,1
790831,3803,3997.0,-16.6,76.0,0,0,1,1,0,1
790859,nan,2194.0,100.0,,0,0,0,1,0,1
790874,4017,2000.0,-22.2,,0,0,0,1,0,1
790886,nan,54000.0,100.0,,1,1,0,0,0,0
790887,3804,2523.0,-32.6,,0,0,0,1,0,1
790914,4112,6500.0,96.6,,1,0,0,0,0,0
790949,3810,7645.0,94.8,,0,0,0,1,0,1
790968,nan,10237.0,100.0,,1,1,0,0,0,0
790969,4103,5000.0,41.1,,1,1,0,0,0,0
791012,3710,2700.0,41.9,,0,0,0,1,0,1
791023,4103,2500.0,-40.0,,0,0,0,0,1,1
791066,4008,2000.0,46.4,,1,1,0,0,0,0
791077,4105,5000.0,100.0,,1,1,0,0,0,0
791079,4008,933.0,100.0,,0,0,0,1,0,1
791121,4001,2500.0,-15.2,,0,0,0,1,0,1
791173,4103,15141.0,85.9,,1,1,0,0,0,0
791175,4107,2550.0,35.0,,1,1,0,0,0,0
791178,4112,6000.0,100.0,,1,0,0,0,0,0
791258,nan,2300.0,100.0,,0,1,0,1,0,1
791309,3804,4978.0,-5.8,,0,0,0,1,0,1
791341,4001,11750.0,50.0,,0,0,0,0,1,1
791435,4015,2750.0,49.0,,0,0,0,1,0,1
791508,4006,2200.0,64.5,,0,0,0,0,1,1
791511,4018,2452.0,-91.4,,0,0,0,1,0,1
791544,3903,5300.0,-41.7,,0,1,0,0,1,1
791592,4109,28750.0,83.0,,1,1,0,0,0,0
791593,4003,4000.0,57.2,,1,0,0,0,0,0
791653,3903,2500.0,76.7,,1,1,0,0,0,0
791687,4103,1800.0,73.8,,0,0,0,1,0,1
791738,3702,5000.0,46.7,,1,1,0,0,0,0
791763,4112,2250.0,100.0,,1,1,0,0,0,0
791764,4006,2500.0,90.7,,0,0,0,0,1,1
791787,3703,24989.0,88.9,,0,0,0,1,0,1
791800,4110,6815.0,100.0,,0,0,0,0,1,1
791892,4114,7000.0,-42.0,,0,0,0,0,1,1
791904,3706,2515.0,65.8,,1,1,0,0,0,0
791921,4112,7500.0,100.0,,1,1,0,0,0,0
792080,4109,47200.0,89.4,,0,0,0,0,1,1
792122,4102,2605.0,37.6,,1,1,0,0,0,0
792190,4012,2003.0,60.5,,0,0,0,1,0,1
792218,4105,5000.0,20.0,,0,0,0,0,1,1
792235,4002,2500.0,100.0,,0,0,0,1,0,1
792236,nan,1439.0,-27.2,,1,0,0,0,0,0
792265,4002,3000.0,54.7,,0,0,0,1,0,1
792284,nan,6846.0,100.0,,0,0,0,1,0,1
792316,4103,3758.0,-34.6,,0,0,0,1,0,1
792365,4006,3169.0,-12.8,,0,0,0,1,0,1
792379,nan,1332.0,100.0,,1,1,0,0,1,1
792381,4109,2500.0,100.0,,1,1,0,0,0,0
792386,4018,3875.0,100.0,,1,1,0,0,0,0
792420,3810,2581.0,40.0,,0,0,0,1,0,1
792434,3901,3742.0,50.0,,0,0,0,0,1,1
792444,4107,3234.0,74.0,,0,1,0,0,1,1
792453,4113,3720.0,68.0,,1,1,0,0,0,0
792479,4103,3100.0,-65.0,,0,0,0,1,0,1
792492,3903,37732.0,47.5,,0,1,0,0,1,1
792533,3710,50193.0,98.8,,1,1,0,0,0,0
792554,3810,13321.0,100.0,,0,1,0,0,1,1
792573,3903,5709.0,100.0,,1,1,0,0,0,0
792645,3802,24979.0,100.0,,1,1,0,0,1,1
792655,3807,1700.0,85.0,,0,0,0,0,1,1
792706,4010,2000.0,-4.0,,0,0,0,1,0,1
792708,4101,2485.0,100.0,,0,0,0,1,0,1
792749,4003,2880.0,100.0,,1,1,0,0,0,0
792811,4001,2033.0,59.7,,1,1,0,0,0,0
792817,3705,3033.0,-40.4,,0,0,0,1,0,1
792902,nan,4422.0,100.0,,0,0,0,1,0,1
792927,4007,2600.0,100.0,,1,1,0,0,0,0
793037,3803,7492.0,100.0,,0,1,0,1,0,1
793092,4008,40000.0,100.0,,1,1,0,0,0,0
793184,4113,2000.0,100.0,,0,0,0,0,1,1
793198,4106,3000.0,100.0,,1,0,0,0,0,0
793222,3709,60000.0,22.4,,1,0,0,0,0,0
793228,4103,3500.0,51.7,,1,1,0,0,0,0
793262,nan,2200.0,100.0,,0,0,0,1,0,1
793275,4101,2086.0,6.4,,0,0,0,0,1,1
793314,4005,1602.0,25.0,,0,0,0,0,1,1
793378,4003,2500.0,100.0,,1,1,0,0,1,1
793456,3803,2523.0,-5.0,,0,0,0,1,0,1
793462,4018,2025.0,100.0,,1,1,0,0,0,0
793485,4004,19635.0,100.0,,0,1,0,1,0,1
793548,4105,7300.0,55.0,,1,1,0,0,0,0
793585,3707,7500.0,100.0,,1,1,0,0,0,0
793586,4004,1778.0,100.0,,0,0,0,1,0,1
793631,4010,2000.0,100.0,,1,1,0,0,0,0
793651,4009,3000.0,100.0,,1,1,0,0,0,0
793689,4114,4000.0,100.0,,1,1,0,0,0,0
793720,4011,5840.0,88.4,,0,1,0,1,0,1
793847,3901,4000.0,-36.7,,1,0,0,0,0,0
793866,3901,3300.0,100.0,,1,1,0,0,0,0
793870,3709,4278.0,3.3,,0,0,0,0,1,1
793964,3803,2020.0,1.0,,0,0,0,1,0,1
793997,4008,1600.0,100.0,,0,1,0,1,0,1
794028,nan,5764.0,100.0,,1,1,0,0,1,1
794104,3704,7296.0,78.9,,0,0,0,1,0,1
794107,4012,2504.0,55.0,,1,1,0,0,0,0
794143,4013,2000.0,18.5,,0,0,0,1,0,1
794173,nan,2672.0,100.0,,1,1,0,0,0,0
794213,4016,836.0,100.0,,0,1,0,1,0,1
794219,4006,2100.0,100.0,,1,1,0,0,0,0
794237,4014,4007.0,63.0,,0,1,0,1,0,1
794238,nan,1667.0,-68.0,,0,0,0,1,0,1
794266,4009,16000.0,66.7,,0,0,0,0,1,1
794269,4016,3000.0,65.8,,0,0,0,1,0,1
794293,3810,7532.0,100.0,,0,0,0,1,0,1
794363,nan,8000.0,100.0,,1,1,0,0,0,0
794404,4001,15753.0,100.0,,0,0,0,1,0,1
794458,3702,2500.0,-48.9,,0,0,0,1,0,1
794495,3803,1463.0,-10.2,,0,0,0,1,0,1
794535,4001,2000.0,100.0,,0,0,0,1,0,1
794544,4004,5000.0,42.5,,1,1,0,0,0,0
794581,3807,8344.0,48.8,,0,0,0,1,0,1
794608,4103,6500.0,52.0,,1,1,0,0,0,0
794626,4017,2050.0,100.0,,0,0,0,1,0,1
794651,nan,4900.0,100.0,,0,0,0,1,0,1
794682,nan,10000.0,100.0,,0,0,0,1,0,1
794726,4007,2450.0,10.3,,0,0,0,0,1,1
794732,4001,1875.0,100.0,,1,1,0,0,1,1
794747,4104,8820.0,54.0,,1,1,0,0,0,0
794763,3708,1980.0,50.6,,1,0,0,0,0,0
794836,3805,1440.0,72.2,,0,1,0,1,0,1
794890,3804,2523.0,100.0,,0,0,0,1,0,1
794924,4006,2000.0,22.0,,1,0,0,0,0,0
794953,3705,10000.0,86.9,,1,1,0,0,0,0
794962,4103,2450.0,70.6,,0,0,0,1,0,1
794999,3809,4937.0,72.0,,1,1,0,0,0,0
795061,4001,2200.0,100.0,,0,0,0,1,0,1
795083,nan,4000.0,92.0,,1,1,0,0,0,0
795133,3902,2800.0,-11.7,,1,0,0,0,0,0
795165,4104,5000.0,28.0,,1,1,0,0,0,0
795210,4112,2400.0,13.3,,0,0,0,1,0,1
795223,4018,3900.0,82.4,,0,1,0,1,0,1
795238,nan,1967.0,-76.0,,0,0,0,1,0,1
795241,3806,10437.0,77.1,6.0,1,1,1,0,0,0
795251,3802,2500.0,-17.4,18.0,0,0,1,1,0,1
795331,4103,4000.0,64.4,,0,1,0,1,0,1
795340,nan,7760.0,100.0,,0,0,0,1,0,1
795380,4008,2500.0,100.0,,1,1,0,0,0,0
795442,4104,5740.0,100.0,,0,0,0,1,0,1
795459,4012,4000.0,-46.9,,0,0,0,1,0,1
795505,4112,2000.0,82.2,,0,0,0,1,0,1
795529,4014,2685.0,-44.8,,0,0,0,1,0,1
795558,nan,2532.0,100.0,,0,0,0,0,1,1
795711,4106,4800.0,88.2,,1,1,0,0,0,0
795725,4006,2200.0,100.0,,1,1,0,0,0,0
795727,3805,7125.0,86.0,,1,1,0,0,0,0
795743,4003,3085.0,58.8,,0,0,0,1,0,1
795786,4109,1520.0,50.6,,0,0,0,0,1,1
795789,3705,5054.0,100.0,,0,0,0,1,0,1
795872,3810,14575.0,75.4,,1,1,0,0,0,0
795909,4112,7500.0,64.0,,0,0,0,1,0,1
795918,4001,2500.0,100.0,,1,1,0,0,0,0
795951,4103,6000.0,68.1,,1,1,0,0,0,0
795956,3706,2500.0,41.9,,1,0,0,0,0,0
795984,3708,2434.0,75.6,,0,0,0,1,0,1
796069,4003,2750.0,-26.0,,0,0,0,1,0,1
796137,3705,695.0,100.0,,0,0,0,1,0,1
796167,4113,4000.0,48.3,,0,1,0,0,1,1
796176,nan,2500.0,40.7,,1,0,0,0,0,0
796276,nan,2000.0,100.0,,0,0,0,1,0,1
796283,4109,5842.0,100.0,,0,0,0,0,1,1
796309,3703,2500.0,100.0,,0,0,0,1,0,1
796334,4005,5438.0,-16.0,,0,0,0,1,0,1
796346,4112,20770.0,100.0,,1,1,0,0,0,0
796386,3808,5522.0,15.6,,0,0,0,0,1,1
796430,4110,8195.0,62.2,,1,0,0,0,0,0
796577,4006,1600.0,15.5,,0,0,0,1,0,1
796587,nan,2281.0,100.0,,1,1,0,0,1,1
796626,3806,17624.0,-1.0,,0,0,0,1,0,1
796649,3804,2775.0,100.0,,0,0,0,0,1,1
796803,4005,15500.0,79.2,,1,1,0,0,0,0
796827,3901,6268.0,-32.0,,1,0,0,0,1,1
796883,4108,1900.0,78.2,,0,1,0,1,0,1
796937,nan,4370.0,100.0,,0,0,0,0,1,1
797003,nan,2986.0,100.0,,1,1,0,0,0,0
797089,nan,44000.0,100.0,,0,0,0,1,0,1
797090,4012,5008.0,100.0,,0,0,0,1,0,1
797097,3807,7540.0,-24.8,,0,0,0,1,0,1
797112,nan,4100.0,100.0,,0,0,0,1,0,1
797151,3702,10000.0,55.5,,0,1,0,1,0,1
797208,3707,3187.0,23.2,,1,0,0,0,0,0
797251,4001,15780.0,100.0,,0,1,0,1,0,1
797271,nan,3964.0,-51.7,,1,0,0,0,0,0
797287,nan,11525.0,100.0,,0,1,0,1,0,1
797367,4014,3856.0,100.0,,1,0,0,0,0,0
797370,4114,2000.0,60.0,,1,1,0,0,0,0
797375,4002,2800.0,89.7,,1,1,0,0,0,0
797401,nan,2217.0,21.8,,0,0,0,1,0,1
797456,4103,2000.0,73.3,,0,1,0,1,0,1
797512,3903,2500.0,100.0,,1,1,0,0,0,0
797564,4103,6537.0,-89.7,,0,0,0,1,0,1
797641,nan,2453.0,100.0,,0,0,0,1,0,1
797658,3903,4600.0,48.0,,1,1,0,0,0,0
797665,nan,1214.0,100.0,,0,0,0,1,0,1
797693,4001,10800.0,68.3,,0,0,0,1,0,1
797725,4017,4000.0,61.6,,1,1,0,0,0,0
797781,4112,3008.0,-15.0,,1,0,0,0,0,0
797825,nan,1413.0,100.0,,0,0,0,1,0,1
797909,4101,2500.0,100.0,,1,0,0,0,0,0
797933,3705,4995.0,94.2,,0,0,0,1,0,1
797937,4001,2500.0,79.4,,1,1,0,0,0,0
797948,nan,1449.0,2.2,,1,0,0,0,0,0
797959,4008,2500.0,100.0,,1,1,0,0,1,1
797972,nan,5320.0,100.0,,0,0,0,1,0,1
798021,3801,4219.0,100.0,,0,0,0,1,0,1
798074,4016,3300.0,57.8,,1,1,0,0,0,0
798086,nan,2133.0,38.7,,1,0,0,0,0,0
798143,nan,2744.0,100.0,,1,1,0,0,0,0
798194,4010,2000.0,14.4,,1,0,0,0,0,0
798226,4011,3617.0,81.7,,0,0,0,0,1,1
798254,nan,2400.0,100.0,,0,0,0,1,0,1
798263,4107,1186.0,79.4,,0,0,0,1,0,1
798281,nan,4362.0,56.7,,1,0,0,0,0,0
798402,4014,4000.0,100.0,,0,0,0,1,0,1
798419,4103,4391.0,2.0,,0,0,0,1,0,1
798427,nan,1408.0,2.1,,1,0,0,0,0,0
798451,4016,2627.0,65.6,,0,0,0,1,0,1
798472,4004,1850.0,84.5,,0,0,0,0,1,1
798483,4007,2826.0,100.0,,0,1,0,1,0,1
798651,4005,2150.0,48.1,,0,0,0,1,0,1
798655,4102,2604.0,50.5,,1,1,0,0,1,1
798668,3707,9375.0,61.1,21.0,0,0,1,0,1,1
798728,4012,2504.0,-66.5,,0,0,0,1,0,1
798734,4011,36030.0,50.0,,1,1,0,0,0,0
798737,3705,3000.0,100.0,,1,1,0,0,0,0
798750,4103,4000.0,28.9,,1,1,0,0,0,0
798753,4004,2300.0,100.0,,1,1,0,0,0,0
798791,4109,2500.0,-79.4,,0,0,0,1,0,1
798810,nan,2460.0,100.0,,1,1,0,0,0,0
798839,4004,2500.0,58.3,,0,0,0,1,0,1
798917,4014,2003.0,61.7,,0,1,0,1,0,1
798924,nan,2333.0,100.0,,0,0,0,1,0,1
798926,3902,4500.0,81.7,,0,0,0,1,0,1
798951,3705,2125.0,100.0,,0,0,0,1,0,1
798992,nan,8000.0,100.0,,1,1,0,0,0,0
798998,3708,13000.0,98.0,,0,0,0,1,0,1
799001,3803,4000.0,-18.9,,0,0,0,1,0,1
799003,4003,1800.0,100.0,,1,1,0,0,0,0
799105,3710,2050.0,100.0,,0,0,0,1,0,1
799119,3705,2750.0,2.6,,0,0,0,1,0,1
799159,nan,1960.0,100.0,,0,0,0,1,0,1
799166,4113,4300.0,10.0,,1,1,0,0,0,0
799192,3903,5550.0,-20.0,,0,0,0,0,1,1
799327,3807,7406.0,21.6,,0,0,0,1,0,1
799350,4001,800.0,100.0,,1,1,0,0,0,0
799377,4014,4007.0,100.0,,1,1,0,0,0,0
799402,4105,5000.0,36.7,,0,0,0,1,0,1
799489,3901,4000.0,6.7,,0,0,0,1,0,1
799551,nan,6300.0,100.0,,0,0,0,1,0,1
